FACULTAD	DEPARTAMENTO	PERIODO	CURSO	SECCION	MATRICULADOS
Economia y Planificacion	Estadistica e Informatica	2025-II	Estadistica General	8410	41
Economia y Planificacion	Estadistica e Informatica	2025-II	Estadistica General	P630	40
Economia y Planificacion	Estadistica e Informatica	2025-II	Estadistica General	P990	44
Economia y Planificacion	Estadistica e Informatica	2025-II	Estadistica no Parametrica	8420	29
Economia y Planificacion	Estadistica e Informatica	2025-II	Estrategias de Muestreo	8430	30
Economia y Planificacion	Estadistica e Informatica	2025-II	Gestion de Proyectos de Informacion	8440	28
Economia y Planificacion	Estadistica e Informatica	2025-II	Gestion Estrategica de Datos	8450	15
Economia y Planificacion	Estadistica e Informatica	2025-II	Herramientas de Gestion Empresarial	8460	53
Economia y Planificacion	Estadistica e Informatica	2025-II	Inferencia Estadistica	8470	33
Economia y Planificacion	Estadistica e Informatica	2025-II	Ingenieria de Procesos	8480	34
Economia y Planificacion	Estadistica e Informatica	2025-II	Introduccion a la Ciencia de Datos	0670	45
Economia y Planificacion	Estadistica e Informatica	2025-II	Investigacion de Mercados	8490	31
Economia y Planificacion	Estadistica e Informatica	2025-II	Lenguaje de Programacion I	8500	31
Economia y Planificacion	Estadistica e Informatica	2025-II	Lenguaje de Programacion I	8510	31
Economia y Planificacion	Estadistica e Informatica	2025-II	Lenguaje de Programacion II	8520	35
Economia y Planificacion	Estadistica e Informatica	2025-II	Lenguaje de Programacion III	8530	28
Economia y Planificacion	Estadistica e Informatica	2025-II	Maquinas de Aprendizaje	8540	27
Economia y Planificacion	Estadistica e Informatica	2025-II	Marketing	8550	46
Economia y Planificacion	Estadistica e Informatica	2025-II	Metodos de Optimizacion	8560	30
Economia y Planificacion	Estadistica e Informatica	2025-II	Metodos de Procesos Estocasticos	8570	6
Economia y Planificacion	Estadistica e Informatica	2025-II	Metodos Estadisticos para la Investigacion I	8590	37
Economia y Planificacion	Estadistica e Informatica	2025-II	Metodos Estadisticos para la Investigacion I	8600	37
Economia y Planificacion	Estadistica e Informatica	2025-II	Metodos Estadisticos para la Investigacion I	8610	41
Economia y Planificacion	Estadistica e Informatica	2025-II	Metodos Estadisticos para la Investigacion I	8620	19
Economia y Planificacion	Estadistica e Informatica	2025-II	Metodos Estadisticos para la Investigacion I	8630	26
Economia y Planificacion	Estadistica e Informatica	2025-II	Modelos Lineales I	8640	24
Economia y Planificacion	Estadistica e Informatica	2025-II	Modelos Lineales II	8650	16
Economia y Planificacion	Estadistica e Informatica	2025-II	Principios de Finanzas	P500	22
Economia y Planificacion	Estadistica e Informatica	2025-II	Seminario en Estadistica Informatica I	8661	10
Economia y Planificacion	Estadistica e Informatica	2025-II	Seminario en Estadistica Informatica I	P761	10
Economia y Planificacion	Estadistica e Informatica	2025-II	Seminario en Estadistica Informatica II	8681	10
Economia y Planificacion	Estadistica e Informatica	2025-II	Seminario en Estadistica Informatica II	8691	14
Economia y Planificacion	Estadistica e Informatica	2025-II	Seminario en Estadistica Informatica III	8700	23
Economia y Planificacion	Estadistica e Informatica	2025-II	Sistemas de Gestion de Base de Datos I	8710	30
Economia y Planificacion	Estadistica e Informatica	2025-II	Sistemas de Gestion de Base de Datos II	8720	35
Economia y Planificacion	Estadistica e Informatica	2025-II	Sistemas de Informacion Gerencial	8730	28
Economia y Planificacion	Estadistica e Informatica	2025-II	Tecnicas de Exploracion de Datos	8740	28
Economia y Planificacion	Estadistica e Informatica	2025-II	Tecnicas Multivariadas	8750	33
Economia y Planificacion	Estadistica e Informatica	2025-II	Tecnologias Emergentes	8760	25
Economia y Planificacion	Gestion Empresarial	2025-II	Administracion General	0660	44
Economia y Planificacion	Gestion Empresarial	2025-II	Administracion General	8770	109
Economia y Planificacion	Gestion Empresarial	2025-II	Administracion General	8780	50
Economia y Planificacion	Gestion Empresarial	2025-II	Administracion General	P320	90
Economia y Planificacion	Gestion Empresarial	2025-II	Branding	8790	23
Economia y Planificacion	Gestion Empresarial	2025-II	Certificacion de Calidad	8800	18
Economia y Planificacion	Gestion Empresarial	2025-II	Comercio Exterior	8810	39
Economia y Planificacion	Gestion Empresarial	2025-II	Comportamiento del Consumidor	8820	44
Economia y Planificacion	Gestion Empresarial	2025-II	Comportamiento y Cultura de las Organizaciones	8830	54
Economia y Planificacion	Gestion Empresarial	2025-II	Contabilidad General	0640	41
Economia y Planificacion	Gestion Empresarial	2025-II	Contabilidad General	8840	41
Economia y Planificacion	Gestion Empresarial	2025-II	Contabilidad General	8850	54
Economia y Planificacion	Gestion Empresarial	2025-II	Contabilidad Gerencial y de Costos	8860	55
Economia y Planificacion	Gestion Empresarial	2025-II	Contabilidad Gerencial y de Costos	8870	40
Economia y Planificacion	Gestion Empresarial	2025-II	Derecho Empresarial	8880	46
Economia y Planificacion	Gestion Empresarial	2025-II	Desarrollo Empresarial	8890	45
Economia y Planificacion	Gestion Empresarial	2025-II	Desarrollo Empresarial	8900	44
Economia y Planificacion	Gestion Empresarial	2025-II	Dibujo de Ingenieria	8910	45
Economia y Planificacion	Gestion Empresarial	2025-II	Emprendedurismo	8920	23
Economia y Planificacion	Gestion Empresarial	2025-II	Finanzas I	8930	50
Economia y Planificacion	Gestion Empresarial	2025-II	Finanzas II	8940	22
Economia y Planificacion	Gestion Empresarial	2025-II	Formulacion y Evaluacion de Proyectos	8950	47
Economia y Planificacion	Gestion Empresarial	2025-II	Gerencia de Operaciones	8960	31
Economia y Planificacion	Gestion Empresarial	2025-II	Gerencia de Proyectos	8970	34
Economia y Planificacion	Gestion Empresarial	2025-II	Gerencia de Ventas	8980	50
Economia y Planificacion	Gestion Empresarial	2025-II	Gestion de Agronegocios	P890	26
Economia y Planificacion	Gestion Empresarial	2025-II	Gestion de Cadenas Agroalimentarias	8990	22
Economia y Planificacion	Gestion Empresarial	2025-II	Gestion de la Innovacion	9000	33
Economia y Planificacion	Gestion Empresarial	2025-II	Gestion de Servicios	9010	31
Economia y Planificacion	Gestion Empresarial	2025-II	Gestion del Conocimiento	9020	9
Economia y Planificacion	Gestion Empresarial	2025-II	Gestion del Talento	9030	45
Economia y Planificacion	Gestion Empresarial	2025-II	Gestion y Aseguramiento de la Calidad	9040	26
Economia y Planificacion	Gestion Empresarial	2025-II	Habilidades Blandas	9050	55
Economia y Planificacion	Gestion Empresarial	2025-II	Historia de la Tecnologia	9060	22
Economia y Planificacion	Gestion Empresarial	2025-II	Ingenieria de Metodos	9070	48
Economia y Planificacion	Gestion Empresarial	2025-II	Introduccion a la Ingenieria en Gestion Empresarial	0680	105
Economia y Planificacion	Gestion Empresarial	2025-II	Investigacion Cientifica en Gestion Empresarial	9080	39
Economia y Planificacion	Gestion Empresarial	2025-II	Investigacion e inteligencia de Mercados	9090	59
Economia y Planificacion	Gestion Empresarial	2025-II	Liderazgo	9100	43
Economia y Planificacion	Gestion Empresarial	2025-II	Logistica y Gestion de la Cadena de Suministros	9110	44
Economia y Planificacion	Gestion Empresarial	2025-II	Marketing	9120	27
Economia y Planificacion	Gestion Empresarial	2025-II	Marketing	9130	35
Economia y Planificacion	Gestion Empresarial	2025-II	Marketing Electronico	9140	17
Economia y Planificacion	Gestion Empresarial	2025-II	Negociaciones Internacionales	9150	38
Economia y Planificacion	Gestion Empresarial	2025-II	Operaciones Bancarias	9160	17
Economia y Planificacion	Gestion Empresarial	2025-II	Organizacion y Metodos	9170	48
Economia y Planificacion	Gestion Empresarial	2025-II	Planeamiento Estrategico	9180	45
Economia y Planificacion	Gestion Empresarial	2025-II	Planeamiento Estrategico	9190	24
Economia y Planificacion	Gestion Empresarial	2025-II	Planeamiento y Direccion Estrategica	9200	47
Economia y Planificacion	Gestion Empresarial	2025-II	Seminario de Tesis	9211	6
Economia y Planificacion	Gestion Empresarial	2025-II	Seminario de Tesis	9221	5
Economia y Planificacion	Gestion Empresarial	2025-II	Seminario de Tesis	9231	12
Economia y Planificacion	Gestion Empresarial	2025-II	Seminario en Ingenieria en Gestion Empresarial I	9241	15
Economia y Planificacion	Gestion Empresarial	2025-II	Seminario en Ingenieria en Gestion Empresarial I	9251	13
Economia y Planificacion	Gestion Empresarial	2025-II	Seminario en Ingenieria en Gestion Empresarial I	9261	12
Economia y Planificacion	Gestion Empresarial	2025-II	Seminario en Ingenieria en Gestion Empresarial II	9271	8
Economia y Planificacion	Gestion Empresarial	2025-II	Seminario en Ingenieria en Gestion Empresarial II	9281	9
Economia y Planificacion	Gestion Empresarial	2025-II	Seminario en Ingenieria en Gestion Empresarial II	O351	8
Economia y Planificacion	Gestion Empresarial	2025-II	Sistemas de Informacion Gerencial	9290	44
Economia y Planificacion	Gestion Empresarial	2025-II	Taller de Coaching	9300	37
Economia y Planificacion	Gestion Empresarial	2025-II	Tecnologia Agropecuaria	9310	42
Economia y Planificacion	Gestion Empresarial	2025-II	Tecnologia de Agronegocios	9320	37
Economia y Planificacion	Sociologia Rural	2025-II	Ambiente y Sociedad	9330	40
Economia y Planificacion	Sociologia Rural	2025-II	Antropologia Rural y Amazonica	9340	22
Economia y Planificacion	Sociologia Rural	2025-II	Antropologia Rural y Amazonica	9350	34
Economia y Planificacion	Sociologia Rural	2025-II	Derecho y Legislacion Ambiental	9360	38
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia de la Investigacion	9370	37
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia de la Investigacion	9380	57
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia de la Investigacion	9390	41
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia de la Investigacion	9400	38
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia de la Investigacion	9410	36
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia de la Investigacion	9420	41
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia de la Investigacion	9430	38
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia de la Investigacion	9440	50
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia de la Investigacion	9450	38
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia de la Investigacion	9460	29
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia de la Investigacion	9470	39
Economia y Planificacion	Sociologia Rural	2025-II	Metodologia para la Investigacion e Innovacion	Q090	8
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	9480	35
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	9490	53
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	9500	41
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	9510	37
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	9520	35
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	9530	29
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	9540	64
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	9550	60
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	9560	56
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	9570	62
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	9580	47
Economia y Planificacion	Sociologia Rural	2025-II	Peru en el Contexto Internacional	L730	67
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0420	50
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0430	48
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0440	49
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0450	43
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0460	40
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0470	49
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0480	48
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0490	45
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0500	34
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0510	48
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0520	41
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0530	57
Economia y Planificacion	Sociologia Rural	2025-II	Sociedad y Cultura Peruana	0540	55
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0770	8
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0780	10
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0790	22
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0800	38
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0810	18
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0820	17
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0830	27
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0840	20
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0850	21
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0860	28
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0870	20
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0880	29
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0890	4
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0910	1
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0920	3
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0930	1
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0940	3
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0950	3
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0960	5
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0980	4
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	0990	2
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1000	2
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1020	5
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1030	5
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1040	1
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1050	2
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1060	3
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1070	1
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1080	2
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1090	2
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1100	3
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1110	1
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1120	5
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1140	5
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1170	1
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1180	1
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1190	1
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1200	1
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	1210	4
Estudios Generales	Estudios Generales	2025-II	Trabajo de investigacion	D380	2
Industrias Alimentarias	I.A.P.A.	2025-II	Administracion	C370	49
Industrias Alimentarias	I.A.P.A.	2025-II	Agronegocios	C380	32
Industrias Alimentarias	I.A.P.A.	2025-II	Alimentacion y Nutricion Humana	C390	50
Industrias Alimentarias	I.A.P.A.	2025-II	Alimentos Funcionales y Nutraceuticos	C400	7
Industrias Alimentarias	I.A.P.A.	2025-II	Analisis de Alimentos	C410	41
Industrias Alimentarias	I.A.P.A.	2025-II	Contabilidad y Finanzas	C420	50
Industrias Alimentarias	I.A.P.A.	2025-II	Control de Calidad e Inocuidad de Alimentos	C430	33
Industrias Alimentarias	I.A.P.A.	2025-II	Diseño en Ingenieria	C440	25
Industrias Alimentarias	I.A.P.A.	2025-II	Envases y Embalajes de Alimentos	C450	16
Industrias Alimentarias	I.A.P.A.	2025-II	Evaluacion Sensorial de Alimentos	C460	40
Industrias Alimentarias	I.A.P.A.	2025-II	Fisicoquimica de Alimentos	C470	43
Industrias Alimentarias	I.A.P.A.	2025-II	Fundamentos de Control y Automatizacion	C480	20
Industrias Alimentarias	I.A.P.A.	2025-II	Gestion Ambiental en la Industria Alimentaria	C490	19
Industrias Alimentarias	I.A.P.A.	2025-II	Ingenieria de Alimentos I	C500	41
Industrias Alimentarias	I.A.P.A.	2025-II	Ingenieria de Alimentos II	C510	28
Industrias Alimentarias	I.A.P.A.	2025-II	Ingenieria de Alimentos II	C520	35
Industrias Alimentarias	I.A.P.A.	2025-II	Ingenieria de la Produccion	C530	29
Industrias Alimentarias	I.A.P.A.	2025-II	Ingenieria de Proyecto	C540	20
Industrias Alimentarias	I.A.P.A.	2025-II	Ingenieria del Frio	C550	47
Industrias Alimentarias	I.A.P.A.	2025-II	Maquinaria para la Industria Alimentaria	C560	35
Industrias Alimentarias	I.A.P.A.	2025-II	Mecanica de Fluidos	C570	40
Industrias Alimentarias	I.A.P.A.	2025-II	Metodos Estadisticos en Ingenieria	C580	28
Industrias Alimentarias	I.A.P.A.	2025-II	Microbiologia de Alimentos	C590	48
Industrias Alimentarias	I.A.P.A.	2025-II	Quimica de Alimentos	C600	21
Industrias Alimentarias	I.A.P.A.	2025-II	Quimica de Alimentos	C610	31
Industrias Alimentarias	I.A.P.A.	2025-II	Reologia	C620	53
Industrias Alimentarias	I.A.P.A.	2025-II	Sistemas Integrados de Gestion	C630	24
Industrias Alimentarias	I.A.P.A.	2025-II	Taller de Ingenieria de Proyecto	C641	9
Industrias Alimentarias	I.A.P.A.	2025-II	Taller de Ingenieria de Proyecto	C651	12
Industrias Alimentarias	I.A.P.A.	2025-II	Termodinamica General	C660	23
Industrias Alimentarias	I.A.P.A.	2025-II	Termodinamica General	C670	34
Industrias Alimentarias	I.A.P.A.	2025-II	Transferencia de Calor y Masa	C680	30
Industrias Alimentarias	I.A.P.A.	2025-II	Tratamiento de Residuos Solidos y Liquidos	C900	18
Industrias Alimentarias	T.A.P.A.	2025-II	Fermentaciones Industriales	C690	35
Industrias Alimentarias	T.A.P.A.	2025-II	Industrias Carnicas	C700	10
Industrias Alimentarias	T.A.P.A.	2025-II	Industrias Lacteas	C710	11
Industrias Alimentarias	T.A.P.A.	2025-II	Introduccion a la Industria Alimentaria	0750	30
Industrias Alimentarias	T.A.P.A.	2025-II	Introduccion a la Industria Alimentaria	0760	24
Industrias Alimentarias	T.A.P.A.	2025-II	Seminario en Industrias Alimentarias I	C721	10
Industrias Alimentarias	T.A.P.A.	2025-II	Seminario en Industrias Alimentarias I	C731	9
Industrias Alimentarias	T.A.P.A.	2025-II	Seminario en Industrias Alimentarias I	C741	9
Industrias Alimentarias	T.A.P.A.	2025-II	Seminario en Industrias Alimentarias I	C751	9
Industrias Alimentarias	T.A.P.A.	2025-II	Seminario en Industrias Alimentarias II	C771	8
Industrias Alimentarias	T.A.P.A.	2025-II	Seminario en Industrias Alimentarias II	C781	3
Industrias Alimentarias	T.A.P.A.	2025-II	Seminario en Industrias Alimentarias II	C791	1
Industrias Alimentarias	T.A.P.A.	2025-II	Seminario en Industrias Alimentarias II	E131	4
Industrias Alimentarias	T.A.P.A.	2025-II	Seminario en Industrias Alimentarias II	Q771	3
Industrias Alimentarias	T.A.P.A.	2025-II	Taller de Emprendimiento	C801	17
Industrias Alimentarias	T.A.P.A.	2025-II	Tecnologia de Aceites y Grasas	C810	19
Industrias Alimentarias	T.A.P.A.	2025-II	Tecnologia de Alcoholes y Derivados	C820	20
Industrias Alimentarias	T.A.P.A.	2025-II	Tecnologia de Alimentos Pecuarios	C830	33
Industrias Alimentarias	T.A.P.A.	2025-II	Tecnologia de Azucar y Derivados	C840	25
Industrias Alimentarias	T.A.P.A.	2025-II	Tecnologia de Frutas y Hortalizas	C850	24
Industrias Alimentarias	T.A.P.A.	2025-II	Tecnologia de Leguminosas y Cereales	C860	3
Industrias Alimentarias	T.A.P.A.	2025-II	Tecnologia Poscosecha	C870	40
Industrias Alimentarias	T.A.P.A.	2025-II	Tecnologias de Conservacion	C880	38
Industrias Alimentarias	T.A.P.A.	2025-II	Tecnologias de Extraccion	C890	37
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Administracion de Maquinaria	9590	10
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Administracion de Maquinaria	9600	22
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Analisis de Maquinas y Mecanismos	9610	3
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Analisis de Maquinas y Mecanismos	9620	20
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Circuitos Electricos y Motores	9630	36
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Circuitos Electricos y Motores	P780	7
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Circuitos y Maquinas Electricas	9640	59
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Circuitos y Maquinas Electricas	9650	6
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Circuitos y Maquinas Electricas	9660	15
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Elementos de Maquinas	9670	22
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Elementos de Maquinas	9680	20
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Elementos de Maquinas	9690	2
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Fisica para la Ingenieria	9710	43
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Fisica para la Ingenieria	9720	18
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Fisica para la Ingenieria	9730	19
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Ingenieria y Responsabilidad Social	9741	8
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Ingenieria y Responsabilidad Social	9751	12
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Instrumentacion Electronica	9760	16
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Mantenimiento de Maquinaria	9770	19
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Maquinaria Agricola	9780	8
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Maquinaria Agricola	9790	21
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Maquinaria Agricola	9800	5
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Maquinaria para Obras	9810	25
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Mecanica Vectorial II	9830	23
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Mecanizacion Agricola I	9850	16
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Mecanizacion Agricola I	9860	16
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Mecanizacion Agricola I	9870	17
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Mecanizacion Agricola I	9880	18
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Mecanizacion Agricola I	9890	14
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Mecanizacion Agricola I	9900	13
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Mecanizacion Agricola I	9910	16
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Motores y Tractores	9930	8
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Motores y Tractores	9940	21
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Seminario de Tesis I	9961	25
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Termodinamica	9980	23
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Termodinamica	9990	15
Ingenieria Agricola	Mecanizacion y Energia	2025-II	Termodinamica	A000	5
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Abastecimiento de Agua y Alcantarillado	A010	22
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Analisis Estructural I	A020	25
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Analisis Matematico III	A030	57
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Analisis Matematico IV	A040	28
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Arquitectura del Paisaje I	A050	3
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Cambio Climatico y Pago por Servicios Ecosistemicos	A060	7
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Concreto Reforzado	A070	36
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Dibujo Avanzado en Ingenieria	A081	22
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Dibujo Avanzado en Ingenieria	A091	24
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Dibujo en Ingenieria	A100	30
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Dibujo en Ingenieria	A111	17
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Dibujo General	A121	33
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Dibujo General	A131	22
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Dibujo General	A141	24
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Dibujo General	A151	26
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Dibujo General	A161	31
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Dibujo General	A171	29
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Diseño Rural	A180	37
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Diseño y Construccion de Invernaderos	A190	3
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Energias Renovables	A200	14
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Energias Renovables	A210	25
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Evaluacion y Monitoreo Ambiental en Proyectos de Ingenieria	A220	15
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Geologia y Geotecnia	A230	33
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Introduccion a las Soluciones basadas en la Naturaleza	A240	4
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Materiales de Construccion	A250	25
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Materiales de Construccion	A260	19
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Mecanica de Suelos	A270	27
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Mecanica Vectorial I	A280	36
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Ordenamiento Territorial	A290	27
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Ordenamiento Territorial	A300	16
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Programacion y Supervision de Obras	A310	17
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Proyectos de Inversion	A320	17
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Proyectos de Inversion	A330	16
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Redes Domiciliarias y Manejo de Agua Residual	A350	4
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Resistencia de Materiales	A360	27
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Tecnica de la Construccion	A370	26
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Tecnica de la Construccion	A380	24
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2025-II	Vivienda Rural	A400	22
Ingenieria Agricola	Ordenamiento Territorial y Desarrollo Sostenible	2025-II	Quimica para la Ingenieria	A340	46
Ingenieria Agricola	Recursos Hidricos	2025-II	Agricultura de precision	A410	5
