FACULTAD	DEPARTAMENTO	PERIODO	CURSO	SECCION	MATRICULADOS
Agronomia	Entomologia	2025-II	Apicultura General	1490	30
Agronomia	Entomologia	2025-II	Control Biologico	1500	17
Agronomia	Entomologia	2025-II	Crianza y Evaluacion de Insectos	1510	12
Agronomia	Entomologia	2025-II	Entomologia Agricola	1520	41
Agronomia	Entomologia	2025-II	Entomologia Agricola	1530	30
Agronomia	Entomologia	2025-II	Entomologia Agricola	1540	54
Agronomia	Entomologia	2025-II	Entomologia General	1550	31
Agronomia	Entomologia	2025-II	Entomologia General	1560	32
Agronomia	Entomologia	2025-II	Entomologia General	1570	33
Agronomia	Entomologia	2025-II	Entomologia General	1580	34
Agronomia	Entomologia	2025-II	Principios de Control de Plagas	1600	38
Agronomia	Entomologia	2025-II	Principios de Control de Plagas	1610	31
Agronomia	Entomologia	2025-II	Principios de Control de Plagas	1620	42
Agronomia	Entomologia	2025-II	Principios de Control de Plagas	1630	15
Agronomia	Fitopatologia	2025-II	Fitopatologia Agricola	1220	29
Agronomia	Fitopatologia	2025-II	Fitopatologia Agricola	1230	18
Agronomia	Fitopatologia	2025-II	Fitopatologia Agricola	1240	39
Agronomia	Fitopatologia	2025-II	Fitopatologia Agricola	1250	24
Agronomia	Fitopatologia	2025-II	Fitopatologia General	1260	20
Agronomia	Fitopatologia	2025-II	Fitopatologia General	1270	24
Agronomia	Fitopatologia	2025-II	Fitopatologia General	1280	17
Agronomia	Fitopatologia	2025-II	Fitopatologia General	1290	24
Agronomia	Fitopatologia	2025-II	Fitopatologia General	1300	37
Agronomia	Fitopatologia	2025-II	Fitovirologia General	1310	8
Agronomia	Fitotecnia	2025-II	Agroecologia	1860	29
Agronomia	Fitotecnia	2025-II	Agroecologia	1870	15
Agronomia	Fitotecnia	2025-II	Agroecologia	1880	25
Agronomia	Fitotecnia	2025-II	Agroecologia	3000	32
Agronomia	Fitotecnia	2025-II	Agrotecnia	1890	33
Agronomia	Fitotecnia	2025-II	Agrotecnia	1900	32
Agronomia	Fitotecnia	2025-II	Agrotecnia	1910	25
Agronomia	Fitotecnia	2025-II	Agrotecnia	1920	25
Agronomia	Fitotecnia	2025-II	Algodonero y Otras Fibras Vegetales	1930	14
Agronomia	Fitotecnia	2025-II	Arroz	1940	8
Agronomia	Fitotecnia	2025-II	Biotecnologia - Micropropagacion	1990	29
Agronomia	Fitotecnia	2025-II	Biotecnologia - Micropropagacion	2000	31
Agronomia	Fitotecnia	2025-II	Caña de Azucar	2010	17
Agronomia	Fitotecnia	2025-II	Cereales Menores y Granos Nativos	2020	2
Agronomia	Fitotecnia	2025-II	Cultivos Forrajeros	2030	21
Agronomia	Fitotecnia	2025-II	Cultivos I (Cebada, trigo, arroz, maiz, cereales andinos)	2040	61
Agronomia	Fitotecnia	2025-II	Cultivos II (Papa, camote, leguminosas)	2050	63
Agronomia	Fitotecnia	2025-II	Cultivos III (Algodon, oleaginosas, caña de azucar)	2060	69
Agronomia	Fitotecnia	2025-II	Cultivos IV (Cultivos tropicales, cultivos forrajeros)	2070	73
Agronomia	Fitotecnia	2025-II	Cultivos Tropicales	2080	9
Agronomia	Fitotecnia	2025-II	Ecofisiologia de Cultivos	2100	11
Agronomia	Fitotecnia	2025-II	Ecofisiologia de Cultivos	2110	12
Agronomia	Fitotecnia	2025-II	Extension y Promocion Agraria	2120	19
Agronomia	Fitotecnia	2025-II	Extension y Promocion Agraria	2130	25
Agronomia	Fitotecnia	2025-II	Extension y Promocion Agraria	2140	23
Agronomia	Fitotecnia	2025-II	Extension y Promocion Agraria	2150	13
Agronomia	Fitotecnia	2025-II	Fitogenetica	2160	30
Agronomia	Fitotecnia	2025-II	Fitogenetica	2170	19
Agronomia	Fitotecnia	2025-II	Fitogenetica	2180	31
Agronomia	Fitotecnia	2025-II	Fitomejoramiento General	2190	12
Agronomia	Fitotecnia	2025-II	Fitomejoramiento General	2200	25
Agronomia	Fitotecnia	2025-II	Fitomejoramiento General	2210	12
Agronomia	Fitotecnia	2025-II	Fitomejoramiento General	2220	29
Agronomia	Fitotecnia	2025-II	Fitomejoramiento General	2230	7
Agronomia	Fitotecnia	2025-II	Fitomejoramiento General	3040	7
Agronomia	Fitotecnia	2025-II	Formulacion y Evaluacion de Proyectos Agrarios	2240	17
Agronomia	Fitotecnia	2025-II	Gestion Agricola I	2250	38
Agronomia	Fitotecnia	2025-II	Gestion Agricola I	2260	40
Agronomia	Fitotecnia	2025-II	Gestion Agricola II	2270	20
Agronomia	Fitotecnia	2025-II	Gestion Agricola II	2280	44
Agronomia	Fitotecnia	2025-II	Gestion Agricola III	2290	54
Agronomia	Fitotecnia	2025-II	Introduccion a la Agronomia	0550	21
Agronomia	Fitotecnia	2025-II	Introduccion a la Agronomia	0560	20
Agronomia	Fitotecnia	2025-II	Introduccion a la Agronomia	0570	20
Agronomia	Fitotecnia	2025-II	Introduccion a la Agronomia	0580	20
Agronomia	Fitotecnia	2025-II	Introduccion a la Agronomia	0590	22
Agronomia	Fitotecnia	2025-II	Introduccion a la Agronomia	3130	54
Agronomia	Fitotecnia	2025-II	Leguminosas de Granos	2300	3
Agronomia	Fitotecnia	2025-II	Leguminosas de Granos	2310	27
Agronomia	Fitotecnia	2025-II	Maiz y Sorgo	2320	8
Agronomia	Fitotecnia	2025-II	Manejo de Malezas	2330	38
Agronomia	Fitotecnia	2025-II	Manejo de Malezas	2340	18
Agronomia	Fitotecnia	2025-II	Manejo de Malezas	2350	34
Agronomia	Fitotecnia	2025-II	Manejo de Pasturas	2360	33
Agronomia	Fitotecnia	2025-II	Manejo y Control de Semillas	2370	15
Agronomia	Fitotecnia	2025-II	Manejo y Control de Semillas	2380	46
Agronomia	Fitotecnia	2025-II	Manejo y Control de Semillas	2390	27
Agronomia	Fitotecnia	2025-II	Oleaginosas	2400	32
Agronomia	Fitotecnia	2025-II	Practicas Agronomicas I	2411	22
Agronomia	Fitotecnia	2025-II	Practicas Agronomicas I	2421	31
Agronomia	Fitotecnia	2025-II	Practicas Agronomicas I	2431	48
Agronomia	Fitotecnia	2025-II	Practicas Agronomicas I	2441	10
Agronomia	Fitotecnia	2025-II	Practicas Agronomicas I	2451	22
Agronomia	Fitotecnia	2025-II	Practicas Agronomicas I	2461	9
Agronomia	Fitotecnia	2025-II	Practicas Agronomicas II	1321	54
Agronomia	Fitotecnia	2025-II	Practicas Agronomicas II	1591	24
Agronomia	Fitotecnia	2025-II	Practicas Agronomicas II	3211	25
Agronomia	Fitotecnia	2025-II	Practicas Agronomicas II	P911	7
Agronomia	Fitotecnia	2025-II	Practicas Agronomicas II	P921	4
Agronomia	Fitotecnia	2025-II	Sistemas Agrarios	2950	13
Agronomia	Fitotecnia	2025-II	Sistematica Agricola	2960	39
Agronomia	Fitotecnia	2025-II	Sistematica Agricola	2970	39
Agronomia	Fitotecnia	2025-II	Sistematica Agricola	2980	32
Agronomia	Fitotecnia	2025-II	Tecnologias Agricolas	3410	26
Agronomia	Fitotecnia	2025-II	Tecnologias Agricolas	3420	30
Agronomia	Fitotecnia	2025-II	Tuberosas y Raices	2990	7
Agronomia	Horticultura	2025-II	Fisiologia y Manejo Post Cosecha	3010	36
Agronomia	Horticultura	2025-II	Fisiologia y Manejo Post Cosecha	3020	29
Agronomia	Horticultura	2025-II	Fisiologia y Manejo Post Cosecha	3030	21
Agronomia	Horticultura	2025-II	Fruticultura Especial I	3060	19
Agronomia	Horticultura	2025-II	Fruticultura Especial II	3070	19
Agronomia	Horticultura	2025-II	Fruticultura General	3080	26
Agronomia	Horticultura	2025-II	Fruticultura General	3090	29
Agronomia	Horticultura	2025-II	Fruticultura General	3100	8
Agronomia	Horticultura	2025-II	Fruticultura General	3110	17
Agronomia	Horticultura	2025-II	Fruticultura General	3120	34
Agronomia	Horticultura	2025-II	Manejo de Viveros	3140	23
Agronomia	Horticultura	2025-II	Metodologia de la Investigacion	3150	18
Agronomia	Horticultura	2025-II	Metodologia de la Investigacion	3160	9
Agronomia	Horticultura	2025-II	Olericultura Especial	3170	12
Agronomia	Horticultura	2025-II	Olericultura General	3180	37
Agronomia	Horticultura	2025-II	Olericultura General	3190	38
Agronomia	Horticultura	2025-II	Olericultura General	3200	38
Agronomia	Horticultura	2025-II	Principios de Arquitectura Paisajista	3220	23
Agronomia	Horticultura	2025-II	Principios de Propagacion de Plantas	3230	40
Agronomia	Horticultura	2025-II	Principios de Propagacion de Plantas	3240	30
Agronomia	Horticultura	2025-II	Principios de Propagacion de Plantas	3250	20
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	1331	3
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	1371	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	1381	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	1391	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	1641	3
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	1661	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	1691	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	1711	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2521	3
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2531	3
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2541	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2551	5
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2561	4
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2571	3
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2581	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2591	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2601	3
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2611	5
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2631	4
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	2661	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	3261	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	3271	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	3281	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	3291	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	3301	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	3311	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	3321	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	3331	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	3341	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	4211	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	4241	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	4251	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	4261	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia I	4271	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	1421	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	1441	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	1451	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	1461	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	1481	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	1751	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	1771	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	1781	4
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	1791	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	1801	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	1851	3
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	2731	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	2741	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	2801	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	2831	5
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	2851	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	2871	3
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	2881	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	2901	5
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	2941	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	3361	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	3371	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	3391	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	3401	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	4281	4
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	D391	2
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	I051	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	P821	1
Agronomia	Horticultura	2025-II	Seminario en Ciencias Agronomia II	Q001	1
Agronomia	Horticultura	2025-II	Viticultura	3430	6
Agronomia	Suelos	2025-II	Contaminacion de Suelos	3910	47
Agronomia	Suelos	2025-II	Edafologia	3920	21
Agronomia	Suelos	2025-II	Edafologia	3930	25
Agronomia	Suelos	2025-II	Edafologia	3940	19
Agronomia	Suelos	2025-II	Edafologia	3950	16
Agronomia	Suelos	2025-II	Edafologia	3960	30
Agronomia	Suelos	2025-II	Edafologia	3970	53
Agronomia	Suelos	2025-II	Edafologia	3980	23
Agronomia	Suelos	2025-II	Edafologia	3990	25
Agronomia	Suelos	2025-II	Edafologia	4000	23
Agronomia	Suelos	2025-II	Edafologia	4010	24
Agronomia	Suelos	2025-II	Edafologia	4020	31
Agronomia	Suelos	2025-II	Edafologia	4030	23
Agronomia	Suelos	2025-II	Edafologia	4040	24
Agronomia	Suelos	2025-II	Edafologia	P550	6
Agronomia	Suelos	2025-II	Fertilidad del Suelo	4060	34
Agronomia	Suelos	2025-II	Fertilidad del Suelo	4070	29
Agronomia	Suelos	2025-II	Fertilidad del Suelo	4080	31
Agronomia	Suelos	2025-II	Fertilidad del Suelo	P350	31
Agronomia	Suelos	2025-II	Fundamentos del Riego	4090	34
Agronomia	Suelos	2025-II	Fundamentos del Riego	4100	28
Agronomia	Suelos	2025-II	Geologia	4110	23
Agronomia	Suelos	2025-II	Geologia	4120	21
Agronomia	Suelos	2025-II	Manejo y Conservacion del Suelo	4130	20
Agronomia	Suelos	2025-II	Manejo y Conservacion del Suelo	4140	13
Agronomia	Suelos	2025-II	Manejo y Conservacion del Suelo	4150	25
Agronomia	Suelos	2025-II	Manejo y Conservacion del Suelo	4160	27
Agronomia	Suelos	2025-II	Microbiologia del Suelo	4170	14
Ciencias	Biologia	2025-II	Biodiversidad	3450	12
Ciencias	Biologia	2025-II	Biologia Celular	3460	33
Ciencias	Biologia	2025-II	Biologia Experimental I	3471	1
Ciencias	Biologia	2025-II	Biologia Experimental I	Q181	2
Ciencias	Biologia	2025-II	Biologia Experimental I	Q191	2
Ciencias	Biologia	2025-II	Biologia Experimental I	Q201	2
Ciencias	Biologia	2025-II	Biologia Experimental I	Q211	1
Ciencias	Biologia	2025-II	Biologia Experimental I	Q221	1
Ciencias	Biologia	2025-II	Biologia Experimental I	Q231	1
Ciencias	Biologia	2025-II	Biologia Experimental II	3481	1
Ciencias	Biologia	2025-II	Biologia Experimental II	Q241	2
Ciencias	Biologia	2025-II	Biologia Experimental II	Q251	2
Ciencias	Biologia	2025-II	Biologia Experimental II	Q271	1
Ciencias	Biologia	2025-II	Biologia Experimental II	Q281	4
Ciencias	Biologia	2025-II	Biologia Experimental II	Q291	1
Ciencias	Biologia	2025-II	Biologia Experimental II	Q301	1
Ciencias	Biologia	2025-II	Biologia Experimental II	Q311	1
Ciencias	Biologia	2025-II	Biologia Experimental III	3491	2
Ciencias	Biologia	2025-II	Biologia Experimental III	Q321	1
Ciencias	Biologia	2025-II	Biologia Experimental III	Q331	1
Ciencias	Biologia	2025-II	Biologia General	0000	65
Ciencias	Biologia	2025-II	Biologia General	0010	49
Ciencias	Biologia	2025-II	Biologia General	0020	47
Ciencias	Biologia	2025-II	Biologia General	0030	45
Ciencias	Biologia	2025-II	Biologia General	0600	78
Ciencias	Biologia	2025-II	Biologia General	1950	58
Ciencias	Biologia	2025-II	Biologia General	1960	53
Ciencias	Biologia	2025-II	Biologia General	1970	27
Ciencias	Biologia	2025-II	Biologia General	1980	28
Ciencias	Biologia	2025-II	Biotecnologia	3500	8
Ciencias	Biologia	2025-II	Botanica Economica	3510	22
Ciencias	Biologia	2025-II	Botanica General	3520	71
Ciencias	Biologia	2025-II	Botanica General	3530	68
Ciencias	Biologia	2025-II	Botanica General	3540	64
Ciencias	Biologia	2025-II	Comunicacion Cientifica	3550	20
Ciencias	Biologia	2025-II	Cultivo de Celulas y Tejidos Vegetales	3560	12
Ciencias	Biologia	2025-II	Cultivo de Celulas y Tejidos Vegetales	I030	18
Ciencias	Biologia	2025-II	Diversidad de Angiospermas	3570	36
Ciencias	Biologia	2025-II	Diversidad de Cordados	3580	41
Ciencias	Biologia	2025-II	Ecologia de Montanas	3600	1
Ciencias	Biologia	2025-II	Ecologia de Poblaciones	3590	23
Ciencias	Biologia	2025-II	Ecologia del Individuo	3610	31
Ciencias	Biologia	2025-II	Ecologia General	0040	41
Ciencias	Biologia	2025-II	Ecologia General	0050	41
Ciencias	Biologia	2025-II	Ecologia General	0060	67
Ciencias	Biologia	2025-II	Ecologia General	0070	67
Ciencias	Biologia	2025-II	Ecologia General	0080	71
Ciencias	Biologia	2025-II	Ecologia General	0090	65
Ciencias	Biologia	2025-II	Ecologia General	0100	62
Ciencias	Biologia	2025-II	Ecologia General	0110	38
Ciencias	Biologia	2025-II	Ecologia General	0120	39
Ciencias	Biologia	2025-II	Ecologia General	0130	68
Ciencias	Biologia	2025-II	Ecologia General	3620	53
Ciencias	Biologia	2025-II	Fisiologia Animal	3630	41
Ciencias	Biologia	2025-II	Fisiologia Microbiana	3640	23
Ciencias	Biologia	2025-II	Fisiologia Vegetal	3650	69
Ciencias	Biologia	2025-II	Fisiologia Vegetal	3660	57
Ciencias	Biologia	2025-II	Fisiologia Vegetal	3670	53
Ciencias	Biologia	2025-II	Fisiologia Vegetal	3680	52
Ciencias	Biologia	2025-II	Fisiologia Vegetal Avanzada	3690	28
Ciencias	Biologia	2025-II	Genetica	3700	47
Ciencias	Biologia	2025-II	Genetica	3710	15
Ciencias	Biologia	2025-II	Genetica de Poblaciones	3720	24
Ciencias	Biologia	2025-II	Genetica Molecular Microbiana	3730	20
Ciencias	Biologia	2025-II	Herramientas para la Descripcion de los Ecosistemas	3741	9
Ciencias	Biologia	2025-II	Investigacion	3761	3
Ciencias	Biologia	2025-II	Investigacion	Q341	2
Ciencias	Biologia	2025-II	Investigacion	Q351	3
Ciencias	Biologia	2025-II	Investigacion	Q361	1
Ciencias	Biologia	2025-II	Investigacion	Q371	1
Ciencias	Biologia	2025-II	Investigacion	Q381	1
Ciencias	Biologia	2025-II	Investigacion	Q391	1
Ciencias	Biologia	2025-II	Investigacion	Q401	1
Ciencias	Biologia	2025-II	Investigacion	Q971	4
Ciencias	Biologia	2025-II	Investigacion	Q981	1
Ciencias	Biologia	2025-II	Investigacion	Q991	1
Ciencias	Biologia	2025-II	Laboratorio de Genetica	3771	27
Ciencias	Biologia	2025-II	Laboratorio de Microbiologia	3781	20
Ciencias	Biologia	2025-II	Laboratorio de Microbiologia	3791	23
Ciencias	Biologia	2025-II	Laboratorio de Microbiologia	3801	28
Ciencias	Biologia	2025-II	Laboratorio de Microbiologia	3811	27
Ciencias	Biologia	2025-II	Metabolismo Microbiano	3820	28
Ciencias	Biologia	2025-II	Microbiologia	3830	11
Ciencias	Biologia	2025-II	Microbiologia	3840	29
Ciencias	Biologia	2025-II	Microbiologia	3850	59
Ciencias	Biologia	2025-II	Microbiologia Industrial	3860	17
Ciencias	Biologia	2025-II	Morfogenesis y Diferenciacion Vegetal	3870	12
Ciencias	Biologia	2025-II	Principios de Bioinformatica	3880	4
Ciencias	Biologia	2025-II	Principios de Evolucion	3890	15
Ciencias	Biologia	2025-II	Zoologia General	3900	40
Ciencias	Fisica y Meteorologia	2025-II	Agrometeorologia	4600	22
Ciencias	Fisica y Meteorologia	2025-II	Cambio Climatico, Adaptacion y Mitigacion	4610	5
Ciencias	Fisica y Meteorologia	2025-II	Climatologia	4620	33
Ciencias	Fisica y Meteorologia	2025-II	Climatologia Aplicada	4320	49
Ciencias	Fisica y Meteorologia	2025-II	Electronica Experimental	4630	26
Ciencias	Fisica y Meteorologia	2025-II	Evaluacion Y Vigilancia del Riesgo Climatico	4640	16
Ciencias	Fisica y Meteorologia	2025-II	Fisica Ambiental	4650	39
Ciencias	Fisica y Meteorologia	2025-II	Fisica Aplicada	4660	20
Ciencias	Fisica y Meteorologia	2025-II	Fisica de Calor y Procesos	4670	19
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	0690	37
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	0700	35
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	4680	49
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	4690	24
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	4700	46
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	4710	48
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	4720	49
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	4730	48
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	4740	21
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	4750	47
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	4760	51
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	4770	51
Ciencias	Fisica y Meteorologia	2025-II	Fisica General	4780	47
Ciencias	Fisica y Meteorologia	2025-II	Fisica II	4790	24
Ciencias	Fisica y Meteorologia	2025-II	Fisica II	4800	47
Ciencias	Fisica y Meteorologia	2025-II	Fisica II	4810	25
Ciencias	Fisica y Meteorologia	2025-II	Fisica III	4820	47
Ciencias	Fisica y Meteorologia	2025-II	Geomatica Aplicada	4830	9
Ciencias	Fisica y Meteorologia	2025-II	Gestion de Riesgo Climatico y Desastres Hidrometeorologicos	4840	18
Ciencias	Fisica y Meteorologia	2025-II	Hidrometeorologia	4850	17
Ciencias	Fisica y Meteorologia	2025-II	Interaccion Oceano Atmosfera	4860	11
Ciencias	Fisica y Meteorologia	2025-II	Introduccion a la Gestion del Riesgo Climatico	4870	8
Ciencias	Fisica y Meteorologia	2025-II	Introduccion a la Inteligencia Artificial	4880	29
Ciencias	Fisica y Meteorologia	2025-II	Introduccion a la Inteligencia Artificial	P670	25
Ciencias	Fisica y Meteorologia	2025-II	Introduccion a la Meteorologia y Gestion de Riesgos Climaticos	0620	23
Ciencias	Fisica y Meteorologia	2025-II	Mecanica	4890	17
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia Aeronautica	4900	18
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia Dinamica	4910	16
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia Economica, Mercadotecnia y Gestion	4920	17
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia Fisica	4930	12
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia General	4940	68
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia General	4950	68
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia General	4960	52
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia General	4970	56
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia Sinoptica I	4980	34
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia Sinoptica II	4990	7
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia Tropical	5000	12
Ciencias	Fisica y Meteorologia	2025-II	Meteorologia Tropical	5010	6
Ciencias	Fisica y Meteorologia	2025-II	Micrometeorologia	5020	6
Ciencias	Fisica y Meteorologia	2025-II	Observaciones Agrometeorologicas	5030	1
Ciencias	Fisica y Meteorologia	2025-II	Participacion y Comunicacion en Gestion de Riesgos Climaticos	5040	8
Ciencias	Fisica y Meteorologia	2025-II	Planeamiento Territorial para la Gestion de Riesgos de Desastres	5050	7
Ciencias	Fisica y Meteorologia	2025-II	Seminario en Ingenieria Meteorologica y Gestion de Riesgos Climaticos I	5061	12
Ciencias	Fisica y Meteorologia	2025-II	Seminario en Ingenieria Meteorologica y Gestion de Riesgos Climaticos II	5071	8
Ciencias	Fisica y Meteorologia	2025-II	Seminario I	5081	1
Ciencias	Fisica y Meteorologia	2025-II	Seminario II	5101	4
Ciencias	Fisica y Meteorologia	2025-II	Sistema de Informacion Geografica	5110	38
Ciencias	Fisica y Meteorologia	2025-II	Sistema de Informacion Geografica	P800	24
Ciencias	Fisica y Meteorologia	2025-II	Sistema de Informacion Geografica para la Gestion de Riesgos	5120	8
Ciencias	Fisica y Meteorologia	2025-II	Tecnicas de Programacion I	5130	65
Ciencias	Fisica y Meteorologia	2025-II	Tecnicas de Programacion II	5140	10
Ciencias	Fisica y Meteorologia	2025-II	Tecnicas de Pronostico del Tiempo	5150	7
Ciencias	Fisica y Meteorologia	2025-II	Tecnicas de Pronostico del Tiempon y Clima	5160	7
Ciencias	Fisica y Meteorologia	2025-II	Tecnicas Estadisticas y Analisis de Datos Climaticos	5170	6
Ciencias	Fisica y Meteorologia	2025-II	Teoria Instrumental y Metodos de Observacion	5180	19
Ciencias	Fisica y Meteorologia	2025-II	Termodinamica de la Atmosfera	5190	14
Ciencias	Fisica y Meteorologia	2025-II	Topicos Especiales en Gestion de Riesgos y Desastres	5200	6
Ciencias	Ingenieria Ambiental	2025-II	Auditoria de Sistemas Integrados de Gestion	4290	27
Ciencias	Ingenieria Ambiental	2025-II	Biorremediacion	4300	29
Ciencias	Ingenieria Ambiental	2025-II	Ciudades Sostenibles	4310	29
Ciencias	Ingenieria Ambiental	2025-II	Contaminacion Atmosferica	4330	54
Ciencias	Ingenieria Ambiental	2025-II	Contaminacion de Aguas	4340	35
Ciencias	Ingenieria Ambiental	2025-II	Educacion Ambiental	4350	32
Ciencias	Ingenieria Ambiental	2025-II	Evaluacion de Impacto Ambiental	4360	30
Ciencias	Ingenieria Ambiental	2025-II	Evaluacion y Manejo de Riesgos Naturales	4370	12
Ciencias	Ingenieria Ambiental	2025-II	Geografia Fisica	4380	40
Ciencias	Ingenieria Ambiental	2025-II	Geografia Fisica	4390	40
Ciencias	Ingenieria Ambiental	2025-II	Geomatica Aplicada I	4400	21
Ciencias	Ingenieria Ambiental	2025-II	Gestion de Proyectos Ambientales	4410	40
Ciencias	Ingenieria Ambiental	2025-II	Gestion de Residuos Solidos	4420	32
Ciencias	Ingenieria Ambiental	2025-II	Gestion de Seguridad y Salud Ocupacional	4430	31
Ciencias	Ingenieria Ambiental	2025-II	Hidrologia e Hidrogeologia Ambiental	4440	30
Ciencias	Ingenieria Ambiental	2025-II	Hidrologia e Hidrogeologia Ambiental	4450	25
Ciencias	Ingenieria Ambiental	2025-II	Ingenieria de Aguas Residuales	4460	33
Ciencias	Ingenieria Ambiental	2025-II	Introduccion a la Geomatica	4470	34
Ciencias	Ingenieria Ambiental	2025-II	Introduccion a la Ingenieria Ambiental	0610	34
Ciencias	Ingenieria Ambiental	2025-II	Mecanica de Fluidos e Hidraulica	4480	30
