ID,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,POBLACION,COB_AGUA,CONT_HD,DS_EMERG,ANIO,CORREL,FECHA_INICIO,PLAZO_DIAS,FECHA_FINAL,DESC_BREVE,DESC_DET
1,ICA,ICA,ICA,110101,181781,84,15.65,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
2,ICA,ICA,LA TINGUIÑA,110102,49896,92,3.09,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
3,ICA,ICA,LOS AQUIJES,110103,26941,88,1.87,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
4,ICA,ICA,OCUCAJE,110104,5586,74,0.51,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
5,ICA,ICA,PARCONA,110106,63168,94,5.51,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
6,ICA,ICA,SAN JOSE DE LOS MOLINOS,110109,8590,94,0.77,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
7,ICA,ICA,YAUCA DEL ROSARIO,110114,1353,18,6.41,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
8,ICA,NASCA,NASCA,110301,31716,60,3.12,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
9,ICA,PALPA,LLIPATA,110402,1850,72,2.99,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
10,ICA,PALPA,PALPA,110401,9040,87,9.23,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
11,ICA,PALPA,RIO GRANDE,110403,3016,85,11.47,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
12,ICA,PALPA,SANTA CRUZ,110404,1073,83,1.49,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
13,ICA,PISCO,HUMAY,110503,6142,75,4.26,DS 005-2017-PCM,2017,DS 005,20170125,60,20170325,Estado de Emergencia por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia en distritos de la provincia de Ica, en el distrito de Nasca de la provincia de Nasca, en distritos de la provincia de Palpa, y en el distrito de Humay de la provincia de Pisco, del departamento de Ica, por desastre y muy alto riesgo a consecuencia de intensas precipitaciones pluviales"
14,LIMA,BARRANCA,PARAMONGA,150202,21852,93,9.29,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
15,LIMA,BARRANCA,PATIVILCA,150203,18359,90,20.35,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
16,LIMA,CANTA,ARAHUAY,150402,572,74,20.13,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
17,LIMA,CANTA,CANTA,150401,2180,86,21.38,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
18,LIMA,CANTA,HUAROS,150404,734,82,22.2,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
19,LIMA,CANTA,LACHAQUI,150405,851,76,21.78,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
20,LIMA,CANTA,SANTA ROSA DE QUIVES,150407,5753,63,14.41,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
21,LIMA,CAÑETE,CERRO AZUL,150504,9489,79,19.17,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
22,LIMA,CAÑETE,LUNAHUANA,150508,4064,87,12.05,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
23,LIMA,CAÑETE,QUILMANA,150512,16911,80,4.07,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
24,LIMA,CAÑETE,SANTA CRUZ DE FLORES,150515,3303,81,11.47,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
25,LIMA,CAÑETE,ZUÑIGA,150516,1329,64,1.48,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
26,LIMA,HUARAL,ATAVILLOS ALTO,150602,655,85,23.69,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
27,LIMA,HUARAL,AUCALLAMA,150604,22199,71,9.76,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
28,LIMA,HUARAL,CHANCAY,150605,63286,87,18.12,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
29,LIMA,HUARAL,HUARAL,150601,110101,76,15.29,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
30,LIMA,HUARAL,IHUARI,150606,1951,27,21.65,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
31,LIMA,HUARAL,LAMPIAN,150607,316,92,11.12,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
32,LIMA,HUARAL,PACARAOS,150608,1274,74,21.93,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
33,LIMA,HUARAL,SAN MIGUEL DE ACOS,150609,641,97,23.79,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
34,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,150610,739,88,23.17,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
35,LIMA,HUARAL,SUMBILCA,150611,669,68,16.83,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
36,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,150612,381,93,21.49,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
37,LIMA,HUAROCHIRI,ANTIOQUIA,150702,1190,76,21.47,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
38,LIMA,HUAROCHIRI,CHICLA,150705,2891,77,22.85,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
39,LIMA,HUAROCHIRI,CUENCA,150706,459,73,9.9,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
40,LIMA,HUAROCHIRI,HUACHUPAMPA,150707,486,78,23.4,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
41,LIMA,HUAROCHIRI,HUANZA,150708,696,77,16.97,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
42,LIMA,HUAROCHIRI,HUAROCHIRI,150709,1188,80,12.07,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
43,LIMA,HUAROCHIRI,MARIATANA,150713,1364,21,22.74,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
44,LIMA,HUAROCHIRI,RICARDO PALMA,150714,6628,88,6.97,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
45,LIMA,HUAROCHIRI,SAN ANTONIO,150716,8390,14,21.44,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
46,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,150720,333,88,19.87,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
47,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,150723,1273,15,14.73,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
48,LIMA,HUAROCHIRI,LARAOS,150712,526,94,23.29,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
49,LIMA,HUAROCHIRI,SANGALLAYA,150726,611,69,19.13,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
50,LIMA,HUAROCHIRI,SANTA EULALIA,150728,13239,83,7.27,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
51,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,150729,275,92,15.97,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
52,LIMA,HUAURA,AMBAR,150802,2049,33,10.15,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
53,LIMA,HUAURA,CALETA DE CARQUIN,150803,9116,78,4.46,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
54,LIMA,HUAURA,CHECRAS,150804,847,76,21.93,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
55,LIMA,HUAURA,LEONCIO PRADO,150807,1995,62,13.44,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
56,LIMA,HUAURA,PACCHO,150808,1466,72,22.27,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
57,LIMA,HUAURA,SANTA LEONOR,150809,805,84,22.51,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
58,LIMA,HUAURA,SANTA MARIA,150810,40867,65,4.57,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
59,LIMA,HUAURA,SAYAN,150811,25487,72,12.38,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
60,LIMA,LIMA,CHACLACAYO,150107,46225,96,11.96,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
61,LIMA,LIMA,LURIGANCHO,150118,303966,54,12.03,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
62,LIMA,OYON,ANDAJES,150902,443,97,13.68,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
63,LIMA,OYON,CAUJUL,150903,475,88,19.92,DS 007-2017-PCM,2017,DS 007,20170127,60,20170327,Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales,"Decreto Supremo que declara el Estado de Emergencia por desastre a consecuencia de intensas precipitaciones pluviales, en distritos de las provincias de Huarochirí, Lima, Cañete, Barranca, Yauyos, Huaral, Huaura, Oyón y Canta, del departamento de Lima"
