SEDE_ATENCION|DISTRITO_ATENCION|PROVINCIA_ATENCION|DEPARTAMENTO_ATENCION|SEXO|EDAD|ANIO_EMISION|MES_EMISION|ESTADO_TRAMITE|CANTIDAD|FECHA_PROCESO
MAC LA LIBERTAD|TRUJILLO|TRUJILLO|LA LIBERTAD|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|168|2026-08-05
MAC LA LIBERTAD|TRUJILLO|TRUJILLO|LA LIBERTAD|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|521|2026-08-05
MAC LA LIBERTAD|TRUJILLO|TRUJILLO|LA LIBERTAD|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|156|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|1875|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|419|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|1474|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|389|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|2021|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|446|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|1566|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|409|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|193|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|41|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|164|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|33|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|190|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|41|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|171|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|43|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|1295|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|283|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|929|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|322|2026-08-05
PIURA|PIURA|PIURA|PIURA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|371|2026-08-05
PIURA|PIURA|PIURA|PIURA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|110|2026-08-05
PIURA|PIURA|PIURA|PIURA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|353|2026-08-05
PIURA|PIURA|PIURA|PIURA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|71|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|90|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|31|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|88|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|25|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|695|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|185|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|528|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|137|2026-08-05
PUNO|PUNO|PUNO|PUNO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|346|2026-08-05
PUNO|PUNO|PUNO|PUNO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|68|2026-08-05
PUNO|PUNO|PUNO|PUNO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|332|2026-08-05
PUNO|PUNO|PUNO|PUNO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|76|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|972|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|227|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|761|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|260|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|1992|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|543|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|1580|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|509|2026-08-05
SURCO|SURCO|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|248|2026-08-05
SURCO|SURCO|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|65|2026-08-05
SURCO|SURCO|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|162|2026-08-05
SURCO|SURCO|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|73|2026-08-05
TACNA|TACNA|TACNA|TACNA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|306|2026-08-05
TACNA|TACNA|TACNA|TACNA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|62|2026-08-05
TACNA|TACNA|TACNA|TACNA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|282|2026-08-05
TACNA|TACNA|TACNA|TACNA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|49|2026-08-05
TARAPOTO|TARAPOTO|SAN MARTIN|SAN MARTIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|244|2026-08-05
TARAPOTO|TARAPOTO|SAN MARTIN|SAN MARTIN|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|61|2026-08-05
TARAPOTO|TARAPOTO|SAN MARTIN|SAN MARTIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|224|2026-08-05
TARAPOTO|TARAPOTO|SAN MARTIN|SAN MARTIN|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|68|2026-08-05
TUMBES|TUMBES|TUMBES|TUMBES|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|104|2026-08-05
TUMBES|TUMBES|TUMBES|TUMBES|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|19|2026-08-05
TUMBES|TUMBES|TUMBES|TUMBES|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|137|2026-08-05
TUMBES|TUMBES|TUMBES|TUMBES|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|25|2026-08-05
VENTANILLA|VENTANILLA|CALLAO|CALLAO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|333|2026-08-05
VENTANILLA|VENTANILLA|CALLAO|CALLAO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|71|2026-08-05
VENTANILLA|VENTANILLA|CALLAO|CALLAO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|FEBRERO|EMITIDO|268|2026-08-05
VENTANILLA|VENTANILLA|CALLAO|CALLAO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|FEBRERO|EMITIDO|80|2026-08-05
A.I.J.CH.|CALLAO|CALLAO|CALLAO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|2398|2026-08-05
A.I.J.CH.|CALLAO|CALLAO|CALLAO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|414|2026-08-05
A.I.J.CH.|CALLAO|CALLAO|CALLAO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|2652|2026-08-05
A.I.J.CH.|CALLAO|CALLAO|CALLAO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|419|2026-08-05
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|595|2026-08-05
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|104|2026-08-05
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|509|2026-08-05
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|90|2026-08-05
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|299|2026-08-05
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|59|2026-08-05
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|275|2026-08-05
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|51|2026-08-05
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|493|2026-08-05
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|80|2026-08-05
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|401|2026-08-05
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|68|2026-08-05
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|375|2026-08-05
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|53|2026-08-05
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|332|2026-08-05
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|54|2026-08-05
LIMA|LIMA|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|4786|2026-08-05
LIMA|LIMA|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|953|2026-08-05
LIMA|LIMA|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|3727|2026-08-05
LIMA|LIMA|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|913|2026-08-05
LIMA - MIGRACENTRO VILLA MARÍA|VILLA MARIA DEL TRIUNFO|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|1193|2026-08-05
LIMA - MIGRACENTRO VILLA MARÍA|VILLA MARIA DEL TRIUNFO|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|224|2026-08-05
LIMA - MIGRACENTRO VILLA MARÍA|VILLA MARIA DEL TRIUNFO|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|884|2026-08-05
LIMA - MIGRACENTRO VILLA MARÍA|VILLA MARIA DEL TRIUNFO|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|216|2026-08-05
MAC AREQUIPA PORONGOCHE|PAUCARPATA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|652|2026-08-05
MAC AREQUIPA PORONGOCHE|PAUCARPATA|AREQUIPA|AREQUIPA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|91|2026-08-05
MAC AREQUIPA PORONGOCHE|PAUCARPATA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|591|2026-08-05
MAC AREQUIPA PORONGOCHE|PAUCARPATA|AREQUIPA|AREQUIPA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|115|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|179|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|27|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|153|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|24|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|140|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|28|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|121|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|16|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|1701|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|343|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|1398|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|322|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|1924|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|398|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|1448|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|405|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|179|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|42|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|137|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|32|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|165|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|39|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|152|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|36|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|1446|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|288|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|1008|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|293|2026-08-05
PIURA|PIURA|PIURA|PIURA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|416|2026-08-05
PIURA|PIURA|PIURA|PIURA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|55|2026-08-05
PIURA|PIURA|PIURA|PIURA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|323|2026-08-05
PIURA|PIURA|PIURA|PIURA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|78|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|78|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|18|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|74|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|12|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|635|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|121|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|503|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|102|2026-08-05
PUNO|PUNO|PUNO|PUNO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|267|2026-08-05
PUNO|PUNO|PUNO|PUNO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|50|2026-08-05
PUNO|PUNO|PUNO|PUNO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|263|2026-08-05
PUNO|PUNO|PUNO|PUNO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|49|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|1054|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|220|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|837|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|243|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|1904|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|382|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|1360|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|372|2026-08-05
SURCO|SURCO|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|661|2026-08-05
SURCO|SURCO|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|124|2026-08-05
SURCO|SURCO|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|497|2026-08-05
SURCO|SURCO|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|139|2026-08-05
TACNA|TACNA|TACNA|TACNA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|338|2026-08-05
TACNA|TACNA|TACNA|TACNA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|38|2026-08-05
TACNA|TACNA|TACNA|TACNA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MARZO|EMITIDO|312|2026-08-05
TACNA|TACNA|TACNA|TACNA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MARZO|EMITIDO|48|2026-08-05
