Listado de Alumnos matriculados del año 2026 - 1er Semestre, por facultad, departamento, periodo, curso y número de matriculados.
Facultad	Departamento	Periodo	Curso	total_matriculados
Economia y Planificacion	Gestion Empresarial	2026-I	Logistica y Gestion de la Cadena de Suministros	44
Economia y Planificacion	Gestion Empresarial	2026-I	Marketing	51
Economia y Planificacion	Gestion Empresarial	2026-I	Marketing Electronico	38
Economia y Planificacion	Gestion Empresarial	2026-I	Negociaciones Internacionales	35
Economia y Planificacion	Gestion Empresarial	2026-I	Operaciones Bancarias	58
Economia y Planificacion	Gestion Empresarial	2026-I	Organizacion y Metodos	109
Economia y Planificacion	Gestion Empresarial	2026-I	Planeamiento Estrategico	91
Economia y Planificacion	Gestion Empresarial	2026-I	Planeamiento y Direccion Estrategica	45
Economia y Planificacion	Gestion Empresarial	2026-I	Seminario de Tesis	33
Economia y Planificacion	Gestion Empresarial	2026-I	Seminario en Ingenieria en Gestion Empresarial I	42
Economia y Planificacion	Gestion Empresarial	2026-I	Seminario en Ingenieria en Gestion Empresarial II	32
Economia y Planificacion	Gestion Empresarial	2026-I	Sistemas de Informacion Gerencial	60
Economia y Planificacion	Gestion Empresarial	2026-I	Taller de Coaching	42
Economia y Planificacion	Gestion Empresarial	2026-I	Tecnologia Agropecuaria	45
Economia y Planificacion	Gestion Empresarial	2026-I	Tecnologia de Agronegocios	48
Economia y Planificacion	Sociologia Rural 	2026-I	Ambiente y Sociedad	98
Economia y Planificacion	Sociologia Rural 	2026-I	Antropologia de la Alimentacion	15
Economia y Planificacion	Sociologia Rural 	2026-I	Antropologia Rural y Amazonica	65
Economia y Planificacion	Sociologia Rural 	2026-I	Derecho y Legislacion Ambiental	44
Economia y Planificacion	Sociologia Rural 	2026-I	Metodologia de la Investigacion	355
Economia y Planificacion	Sociologia Rural 	2026-I	Metodologia para la Investigacion e Innovacion	6
Economia y Planificacion	Sociologia Rural 	2026-I	Peru en el Contexto Internacional	463
Economia y Planificacion	Sociologia Rural 	2026-I	Sociedad y Cultura Peruana	653
Estudios Generales	Estudios Generales	2026-I	Trabajo de investigacion	413
Industrias Alimentarias	I.A.P.A.	2026-I	Administracion	58
Industrias Alimentarias	I.A.P.A.	2026-I	Agronegocios	35
Industrias Alimentarias	I.A.P.A.	2026-I	Alimentacion y Nutricion Humana	48
Industrias Alimentarias	I.A.P.A.	2026-I	Alimentos Funcionales y Nutraceuticos	21
Industrias Alimentarias	I.A.P.A.	2026-I	Analisis de Alimentos	44
Industrias Alimentarias	I.A.P.A.	2026-I	Contabilidad y Finanzas	48
Industrias Alimentarias	I.A.P.A.	2026-I	Control de Calidad e Inocuidad de Alimentos	33
Industrias Alimentarias	I.A.P.A.	2026-I	Diseño en Ingenieria	20
Industrias Alimentarias	I.A.P.A.	2026-I	Envases y Embalajes de Alimentos	25
Industrias Alimentarias	I.A.P.A.	2026-I	Evaluacion Sensorial de Alimentos	51
Industrias Alimentarias	I.A.P.A.	2026-I	Fisicoquimica de Alimentos	43
Industrias Alimentarias	I.A.P.A.	2026-I	Fundamentos de Control y Automatizacion	33
Industrias Alimentarias	I.A.P.A.	2026-I	Ingenieria de Alimentos I	26
Industrias Alimentarias	I.A.P.A.	2026-I	Ingenieria de Alimentos II	39
Industrias Alimentarias	I.A.P.A.	2026-I	Ingenieria de la Produccion	27
Industrias Alimentarias	I.A.P.A.	2026-I	Ingenieria de Proyecto	31
Industrias Alimentarias	I.A.P.A.	2026-I	Ingenieria del Frio	46
Industrias Alimentarias	I.A.P.A.	2026-I	Maquinaria para la Industria Alimentaria	31
Industrias Alimentarias	I.A.P.A.	2026-I	Mecanica de Fluidos	51
Industrias Alimentarias	I.A.P.A.	2026-I	Metodos Estadisticos en Ingenieria	31
Industrias Alimentarias	I.A.P.A.	2026-I	Microbiologia de Alimentos	48
Industrias Alimentarias	I.A.P.A.	2026-I	Quimica de Alimentos	58
Industrias Alimentarias	I.A.P.A.	2026-I	Reologia	45
Industrias Alimentarias	I.A.P.A.	2026-I	Sistemas Integrados de Gestion	36
Industrias Alimentarias	I.A.P.A.	2026-I	Taller de Ingenieria de Proyecto	28
Industrias Alimentarias	I.A.P.A.	2026-I	Termodinamica General	63
Industrias Alimentarias	I.A.P.A.	2026-I	Transferencia de Calor y Masa	45
Industrias Alimentarias	I.A.P.A.	2026-I	Tratamiento de Residuos Solidos y Liquidos	33
Industrias Alimentarias	T.A.P.A.	2026-I	Enologia	9
Industrias Alimentarias	T.A.P.A.	2026-I	Fermentaciones Industriales	57
Industrias Alimentarias	T.A.P.A.	2026-I	Industrias Carnicas	13
Industrias Alimentarias	T.A.P.A.	2026-I	Industrias Lacteas	22
Industrias Alimentarias	T.A.P.A.	2026-I	Introduccion a la Industria Alimentaria	51
Industrias Alimentarias	T.A.P.A.	2026-I	Seminario en Industrias Alimentarias I	29
Industrias Alimentarias	T.A.P.A.	2026-I	Seminario en Industrias Alimentarias II	41
Industrias Alimentarias	T.A.P.A.	2026-I	Taller de Emprendimiento	26
Industrias Alimentarias	T.A.P.A.	2026-I	Tecnologia de Aceites y Grasas	10
Industrias Alimentarias	T.A.P.A.	2026-I	Tecnologia de Alimentos Pecuarios	40
Industrias Alimentarias	T.A.P.A.	2026-I	Tecnologia de Azucar y Derivados	32
Industrias Alimentarias	T.A.P.A.	2026-I	Tecnologia de Leguminosas y Cereales	14
Industrias Alimentarias	T.A.P.A.	2026-I	Tecnologia Poscosecha	40
Industrias Alimentarias	T.A.P.A.	2026-I	Tecnologias de Conservacion	30
Industrias Alimentarias	T.A.P.A.	2026-I	Tecnologias de Extraccion	53
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Administracion de Maquinaria	40
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Analisis de Maquinas y Mecanismos	19
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Circuitos Electricos y Motores	56
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Circuitos y Maquinas Electricas	48
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Circuitos y Maquinas Electricas	41
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Elementos de Maquinas	62
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Fisica para la Ingenieria	84
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Ingenieria y Responsabilidad Social	30
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Instrumentacion Electronica	11
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Maquinaria Agricola	39
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Maquinaria para Obras	29
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Maquinaria para Siembra y Mantenimiento de Cultivos	18
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Mecanica Vectorial II	20
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Mecanizacion Agricola I	135
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Motores y Tractores	45
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Seminario de Tesis I	27
Ingenieria Agricola	Mecanizacion y Energia	2026-I	Termodinamica	57
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Abastecimiento de Agua y Alcantarillado	34
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Analisis Estructural I	18
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Analisis Matematico III	52
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Analisis Matematico IV	22
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Arquitectura del Paisaje I	1
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Concreto Reforzado	32
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Dibujo Avanzado en Ingenieria	28
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Dibujo en Ingenieria	18
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Dibujo en Ingenieria	30
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Dibujo General	214
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Diseño Rural	47
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Diseño y Construccion de Invernaderos	11
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Energia Solar Fotovoltaica y Eolica	18
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Energias Renovables	45
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Evaluacion y Monitoreo Ambiental en Proyectos de Ingenieria	13
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Geologia y Geotecnia	28
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Materiales de Construccion	41
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Mecanica de Suelos	25
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Mecanica Vectorial I	68
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Metodologia BIM para Ingenieria Agricola	14
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Ordenamiento Territorial	47
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Programacion y Supervision de Obras	12
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Resistencia de Materiales	30
Ingenieria Agricola	Ordenamiento Territorial y Construccion	2026-I	Tecnica de la Construccion	66
Ingenieria Agricola	Ordenamiento Territorial y Desarrollo Sostenible	2026-I	Quimica para la Ingenieria	54
Ingenieria Agricola	Recursos Hidricos	2026-I	Control de la Erosion	20
Ingenieria Agricola	Recursos Hidricos	2026-I	Edafologia y Agrotecnia	44
Ingenieria Agricola	Recursos Hidricos	2026-I	Estructuras Hidraulicas I	38
Ingenieria Agricola	Recursos Hidricos	2026-I	Estructuras Hidraulicas II	29
Ingenieria Agricola	Recursos Hidricos	2026-I	Fundamentos de la Ingenieria Ambiental	36
Ingenieria Agricola	Recursos Hidricos	2026-I	Geomatica	41
Ingenieria Agricola	Recursos Hidricos	2026-I	Gestion Integrada de Recursos Hidricos	19
Ingenieria Agricola	Recursos Hidricos	2026-I	Hidraulica	36
Ingenieria Agricola	Recursos Hidricos	2026-I	Hidraulica Computacional	2
Ingenieria Agricola	Recursos Hidricos	2026-I	Hidrologia	28
Ingenieria Agricola	Recursos Hidricos	2026-I	Hidrologia y Drenaje Urbano y Vial	7
Ingenieria Agricola	Recursos Hidricos	2026-I	Ingenieria de Drenaje	5
Ingenieria Agricola	Recursos Hidricos	2026-I	Ingenieria de Riegos I	28
Ingenieria Agricola	Recursos Hidricos	2026-I	Ingenieria de Riegos II	41
Ingenieria Agricola	Recursos Hidricos	2026-I	Ingenieria de Sistemas	6
Ingenieria Agricola	Recursos Hidricos	2026-I	Mecanica de Fluidos	26
Ingenieria Agricola	Recursos Hidricos	2026-I	Metodos Numericos en Ingenieria	43
Ingenieria Agricola	Recursos Hidricos	2026-I	Modelos Hidraulicos	10
Ingenieria Agricola	Recursos Hidricos	2026-I	Seminario de Tesis II	23
Ingenieria Agricola	Recursos Hidricos	2026-I	Topografia I	131
Ingenieria Agricola	Recursos Hidricos	2026-I	Topografia y Geodesia I	63
Ingenieria Agricola	Recursos Hidricos	2026-I	Topografia y Geodesia II	28
Ingenieria Agricola	Recursos Hidricos	2026-I	Topografia y Geodesia III	13
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Artes Plasticas y Creatividad	46
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Banda Unalm	61
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Capoeira	13
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Danza de Costa	18
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Danzas Folcloricas	90
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Dibujo y Pintura	56
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Fotografia	64
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Guitarra	38
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Marinera Norteña	29
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Musica y Canto Coral	18
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Oratoria	30
Oficina de Bienestar Estudiantil	Actividades Culturales	2026-I	Teatro	25
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Aerobicos	41
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Aikido	6
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Ajedrez	34
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Basquet	29
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Beisbol	23
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Ciclismo	43
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Futbol	37
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Futsal Femenino	21
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Handball	47
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Judo	19
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Karate	35
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Natacion	51
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Taekwondo	50
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Tenis de Mesa	27
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Tiro con Arco	32
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2026-I	Voley	29
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Acuicultura I	13
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Acuicultura II	21
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Conservacion de Productos Hidrobiologicos	8
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Construcciones Pesqueras	22
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Cultivo de Especies Amazonicas	6
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Cultivo de Especies de Aguas Frias	4
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Elementos de Maquinarias Pesqueras	23
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Fundamentos de Termodinamica	22
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Genetica Aplicada a la Acuicultura	16
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Ingenieria de Procesos Pesqueros	5
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Microbiologia Pesquera	14
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Nutricion y Alimentacion de Organismos Acuaticos	4
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Operaciones Unitarias Pesqueras I	24
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Operaciones Unitarias Pesqueras II	13
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Procesamiento de Aceite y Harina de Pescado	11
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Procesamiento de Enlatado de Recursos Hidrobiologicos	21
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Procesamiento de Productos Curados	16
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Quimica de Recursos Hidrobiologicos	24
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Refrigeracion en la Industria Pesquera	2
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Refrigeracion y Congelacion de Recursos Hidrobiologicos	19
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Reproduccion y Genetica de Organismos Acuaticos	33
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Seminario II	24
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Sistema de Calidad en Pesqueria	19
Pesqueria	Acuicultura e Industrias Pesqueras	2026-I	Tecnologias para el Procesamiento Recursos Hidrobiologicos	28
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Comercializacion de Productos Hidrobiologicos	17
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Contaminacion de Ambientes Acuaticos	20
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Ecologia Acuatica	10
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Economia Pesquera	28
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Embarcaciones Pesqueras I	8
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Evaluacion de Recursos Hidrobiologicos	25
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Instrumentacion Pesquera	19
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Limnologia	19
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Materiales, Metodos y Artes de Pesca	18
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Navegacion y Seguridad a Bordo	19
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Oceanografia General	31
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Oceanografia Pesquera	3
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Pesca Maritima y Continental	21
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Realidad y Perspectivas de la Pesqueria en el Peru	55
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Recursos Hidrobiologicos	63
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Sanidad Acuicola	28
Pesqueria	Manejo Pesquero y Medio Ambiente	2026-I	Seminario I	24
Zootecnia	Nutricion	2026-I	Alimentacion de no Rumiantes	25
Zootecnia	Nutricion	2026-I	Alimentacion de Rumiantes	28
Zootecnia	Nutricion	2026-I	Anatomia de los Animales de Granja	47
Zootecnia	Nutricion	2026-I	Bases de Cirugia Experimental	12
Zootecnia	Nutricion	2026-I	Bioquimica para la Ciencia Animal	38
Zootecnia	Nutricion	2026-I	Enfermedades Infecciosas	24
Zootecnia	Nutricion	2026-I	Enfermedades Parasitarias	24
Zootecnia	Nutricion	2026-I	Etologia, Bienestar y Bioetica Animal	24
Zootecnia	Nutricion	2026-I	Farmacologia	4
Zootecnia	Nutricion	2026-I	Fisiologia de los Animales de Granja	34
Zootecnia	Nutricion	2026-I	Microbiologia para la Ciencia Animal	35
Zootecnia	Nutricion	2026-I	Nutricion Animal	20
Zootecnia	Nutricion	2026-I	Nutricion y Alimentacion de Animales al Pastoreo	40
Zootecnia	Nutricion	2026-I	Nutricion, Ambiente y Manejo de Residuos Pecuarios	17
Zootecnia	Nutricion	2026-I	Patologia Animal	21
Zootecnia	Nutricion	2026-I	Tecnologia de Alimentos Balanceados	5
Zootecnia	Produccion Animal	2026-I	Administracion Ganadera	30
Zootecnia	Produccion Animal	2026-I	Diseño de Instalaciones Pecuarias	27
Zootecnia	Produccion Animal	2026-I	Empresariado y Planeamiento en Ganaderia	23
Zootecnia	Produccion Animal	2026-I	Evaluacion del Impacto Ambiental en Ganaderia	41
Zootecnia	Produccion Animal	2026-I	Extension Pecuaria y Desarrollo Rural	30
Zootecnia	Produccion Animal	2026-I	Formulacion y Evaluacion de Proyectos Agropecuarios	29
Zootecnia	Produccion Animal	2026-I	Ganaderia de Precision	5
Zootecnia	Produccion Animal	2026-I	Ganaderia Organica	16
Zootecnia	Produccion Animal	2026-I	Genetica Animal	28
Zootecnia	Produccion Animal	2026-I	Genetica Molecular en la Ciencia Animal	6
Zootecnia	Produccion Animal	2026-I	Gestion de la Produccion de Camelidos Sudamericanos	19
Zootecnia	Produccion Animal	2026-I	Gestion de la Produccion de Conejos	2
Zootecnia	Produccion Animal	2026-I	Gestion de la Produccion de Cuyes	20
Zootecnia	Produccion Animal	2026-I	Gestion de la Produccion de Equinos	14
Zootecnia	Produccion Animal	2026-I	Gestion de la Produccion de Ovinos	6
Zootecnia	Produccion Animal	2026-I	Gestion de la Produccion de Pavos, Patos y Codornices	19
Zootecnia	Produccion Animal	2026-I	Gestion de la Produccion de Pollos de Carne y Gallinas Ponedoras	17
Zootecnia	Produccion Animal	2026-I	Gestion de la Produccion de Porcinos	16
Zootecnia	Produccion Animal	2026-I	Gestion de la Produccion de Vacunos de Carne y Doble Proposito	25
Zootecnia	Produccion Animal	2026-I	Gestion de la Produccion de Vacunos de Leche	9
Zootecnia	Produccion Animal	2026-I	Ingenieria de Procesos en Sistemas de Produccion Animal	25
Zootecnia	Produccion Animal	2026-I	Inseminacion Artificial	38
Zootecnia	Produccion Animal	2026-I	Introduccion a la Ciencia Animal	65
Zootecnia	Produccion Animal	2026-I	Manejo y Aprovechamiento de Animales Silvestres	19
Zootecnia	Produccion Animal	2026-I	Mejoramiento Genetico del Ganado I	16
Zootecnia	Produccion Animal	2026-I	Mejoramiento Genetico del Ganado II	20
Zootecnia	Produccion Animal	2026-I	Metodos Estadisticos Aplicados a la Ciencia Animal	26
Zootecnia	Produccion Animal	2026-I	Metodos Matematicos para la Ingenieria en Ciencia Animal	47
Zootecnia	Produccion Animal	2026-I	Politicas Publicas y Normatividad	31
Zootecnia	Produccion Animal	2026-I	Practicas de Ganaderia	24
Zootecnia	Produccion Animal	2026-I	Produccion y Manejo de Pastos y Forrajes	39
Zootecnia	Produccion Animal	2026-I	Reproduccion Animal	18
Zootecnia	Produccion Animal	2026-I	Seminario en Zootecnia I	36
Zootecnia	Produccion Animal	2026-I	Seminario en Zootecnia II	29
Zootecnia	Produccion Animal	2026-I	Sistemas Agrosilvopastoriles	7
Zootecnia	Produccion Animal	2026-I	Tecnologia e Industrializacion de Fibras y Pieles	8
Zootecnia	Produccion Animal	2026-I	Tecnologia e Industrializacion de Leche y Carne	25
Zootecnia	Produccion Animal	2026-I	Topicos Especiales en Produccion Porcina	7
Zootecnia	Produccion Animal	2026-I	Utilizacion de Pastizales en la Produccion Animal	35
Zootecnia	Produccion Animal	2026-I	Zootecnia General	155
