AÑO	MES	CONGLOME	VIVIENDA	HOGAR	CODPERSO	CODINFOR	UBIGEO	DOMINIO
2025	1	15009	12	11	1	1	10101	4
2025	1	15009	25	11	1	1	10101	4
2025	1	15009	49	11	1	1	10101	4
2025	1	15009	61	11	1	1	10101	4
2025	1	15009	74	11	2	2	10101	4
2025	1	15009	86	11	2	2	10101	4
2025	1	15009	121	11	1	1	10101	4
2025	1	15009	130	11	1	1	10101	4
2025	1	15024	26	11	1	1	10101	4
2025	1	15024	39	11	1	1	10101	4
2025	1	15024	69	11	3	3	10101	4
2025	1	15024	98	11	2	2	10101	4
2025	1	15024	123	11	4	4	10101	4
2025	1	15029	3	11	1	1	10110	4
2025	1	15029	17	11	4	4	10110	4
2025	1	15029	47	11	2	2	10110	4
2025	1	15040	9	11	1	1	10307	7
2025	1	15040	56	11	1	1	10307	7
2025	1	15040	77	11	2	2	10307	7
2025	1	15040	99	11	1	1	10307	7
2025	1	15040	121	11	1	1	10307	7
2025	1	15040	142	11	5	5	10307	7
2025	1	15052	3	11	1	1	10701	7
2025	1	15052	14	11	3	3	10701	7
2025	1	15052	24	11	1	1	10701	7
2025	1	15052	34	11	2	2	10701	7
2025	1	15052	42	11	1	1	10701	7
2025	1	15052	55	11	2	2	10701	7
2025	1	15080	9	11	1	1	10101	4
2025	1	15080	10	11	2	2	10101	4
2025	1	15080	12	11	1	1	10101	4
2025	1	15080	64	11	1	1	10101	4
2025	1	15080	65	11	2	2	10101	4
2025	1	15080	66	11	1	1	10101	4
2025	1	15080	67	11	2	2	10101	4
2025	1	15080	68	11	2	2	10101	4
2025	1	15084	69	11	2	2	10504	4
2025	1	15084	70	11	2	2	10504	4
2025	1	15084	71	11	2	2	10504	4
2025	1	15084	72	11	1	1	10504	4
2025	1	15084	167	11	1	1	10504	4
2025	1	15084	168	11	3	3	10504	4
2025	1	15084	169	11	1	1	10504	4
2025	1	15084	170	11	1	1	10504	4
2025	1	15095	24	11	1	1	10501	4
2025	1	15095	49	11	1	1	10501	4
2025	1	15095	86	11	2	2	10501	4
2025	1	15095	98	11	1	1	10501	4
2025	1	15095	123	11	1	1	10501	4
2025	1	15095	144	11	2	2	10501	4
2025	1	15103	9	11	2	2	10109	4
2025	1	15103	10	11	1	1	10109	4
2025	1	15103	11	11	4	4	10109	4
2025	1	15103	12	11	1	1	10109	4
2025	1	15103	19	11	2	2	10109	4
2025	1	15103	20	11	1	1	10109	4
2025	1	15107	69	11	1	1	10205	7
2025	1	15107	70	11	2	2	10205	7
2025	1	15107	71	11	1	1	10205	7
2025	1	15107	152	11	1	1	10205	7
2025	1	15107	153	11	1	1	10205	7
2025	1	15107	154	11	1	1	10205	7
2025	1	15107	155	11	1	1	10205	7
2025	1	15107	156	11	1	1	10205	7
2025	1	15139	181	11	2	2	10401	7
2025	1	15139	182	11	1	1	10401	7
2025	1	15139	183	11	1	1	10401	7
2025	1	15139	184	11	1	1	10401	7
2025	1	15139	386	11	1	1	10401	7
2025	1	15139	387	11	2	2	10401	7
2025	1	15139	388	11	2	2	10401	7
2025	1	15139	389	11	3	3	10401	7
2025	1	15149	29	11	2	2	10612	7
2025	1	15149	30	11	2	2	10612	7
2025	1	15149	31	11	1	1	10612	7
2025	1	15149	110	11	1	1	10612	7
2025	1	15149	111	11	1	1	10612	7
2025	1	15149	113	11	2	2	10612	7
2025	1	15149	114	11	1	1	10612	7
2025	1	15149	115	11	1	1	10612	7
2025	1	15160	82	11	2	2	10205	7
2025	1	15160	83	11	1	1	10205	7
2025	1	15160	84	11	1	1	10205	7
2025	1	15160	195	11	2	2	10205	7
2025	1	15191	10	11	1	1	21809	2
2025	1	15191	25	11	2	2	21809	2
2025	1	15191	40	11	3	3	21809	2
2025	1	15191	51	11	1	1	21809	2
2025	1	15191	81	11	2	2	21809	2
2025	1	15191	94	11	1	1	21809	2
2025	1	15191	107	11	2	2	21809	2
2025	1	15191	119	11	1	1	21809	2
2025	1	15202	12	11	1	1	21801	2
2025	1	15202	29	11	1	0	21801	2
2025	1	15202	61	11	2	2	21801	2
2025	1	15202	77	11	2	0	21801	2
2025	1	15202	94	11	4	4	21801	2
2025	1	15202	110	11	2	0	21801	2
2025	1	15202	157	11	3	3	21801	2
2025	1	15219	2	11	1	1	21809	2
2025	1	15219	45	11	1	1	21809	2
2025	1	15219	64	11	1	1	21809	2
2025	1	15219	83	11	1	1	21809	2
2025	1	15219	111	11	1	1	21809	2
2025	1	15219	125	11	1	1	21809	2
2025	1	15221	9	11	1	1	21801	2
2025	1	15221	21	11	3	3	21801	2
2025	1	15221	46	11	2	2	21801	2
2025	1	15221	58	11	2	2	21801	2
2025	1	15221	70	11	1	1	21801	2
2025	1	15221	82	11	5	5	21801	2
2025	1	15238	12	11	1	1	21809	2
2025	1	15238	43	11	2	2	21809	2
2025	1	15238	59	11	1	1	21809	2
2025	1	15238	90	11	3	3	21809	2
2025	1	15238	106	11	3	3	21809	2
2025	1	15245	11	11	2	2	21101	2
2025	1	15245	22	11	1	1	21101	2
2025	1	15245	30	11	1	1	21101	2
2025	1	15245	38	11	2	2	21101	2
2025	1	15245	45	11	1	1	21101	2
2025	1	15245	53	11	3	3	21101	2
2025	1	15249	11	11	3	3	21808	2
2025	1	15249	32	11	3	3	21808	2
2025	1	15249	54	11	2	2	21808	2
2025	1	15249	74	11	3	3	21808	2
2025	1	15249	96	11	7	7	21808	2
2025	1	15249	139	11	3	3	21808	2
2025	1	15279	9	11	1	1	21105	5
2025	1	15279	15	11	3	3	21105	5
2025	1	15279	21	11	1	1	21105	5
2025	1	15279	33	11	1	1	21105	5
2025	1	15279	44	11	1	1	21105	5
2025	1	15279	64	11	1	1	21105	5
2025	1	15281	10	11	3	3	20105	5
2025	1	15281	25	11	3	3	20105	5
2025	1	15281	61	11	2	2	20105	5
2025	1	15281	78	11	2	2	20105	5
2025	1	15281	96	11	1	1	20105	5
2025	1	15281	114	11	3	3	20105	5
2025	1	15281	147	11	3	3	20105	5
2025	1	15291	10	11	1	1	20105	5
2025	1	15291	23	11	3	3	20105	5
2025	1	15291	36	11	2	2	20105	5
2025	1	15291	51	11	2	2	20105	5
2025	1	15291	76	11	1	1	20105	5
2025	1	15291	89	11	2	2	20105	5
2025	1	15304	1	11	2	2	22001	5
2025	1	15304	18	11	1	1	22001	5
2025	1	15304	48	11	2	2	22001	5
2025	1	15304	64	11	1	1	22001	5
2025	1	15304	81	11	1	1	22001	5
2025	1	15304	97	11	3	3	22001	5
2025	1	15323	1	11	6	6	20702	5
2025	1	15323	22	11	2	2	20702	5
2025	1	15323	49	11	1	1	20702	5
2025	1	15323	68	11	2	2	20702	5
2025	1	15323	77	11	2	2	20702	5
2025	1	15323	86	11	1	1	20702	5
2025	1	15323	95	11	1	1	20702	5
2025	1	15327	17	11	1	1	20111	5
2025	1	15327	18	11	1	1	20111	5
2025	1	15327	19	11	1	1	20111	5
2025	1	15327	20	11	2	2	20111	5
2025	1	15327	72	11	1	1	20111	5
2025	1	15327	73	11	2	2	20111	5
2025	1	15327	74	11	1	1	20111	5
2025	1	15327	76	11	2	2	20111	5
2025	1	15342	10	11	1	1	21307	5
2025	1	15342	11	11	2	2	21307	5
2025	1	15342	86	11	1	1	21307	5
2025	1	15342	88	11	1	1	21307	5
2025	1	15342	89	11	1	1	21307	5
2025	1	15342	90	11	1	1	21307	5
2025	1	15342	102	11	1	1	21307	5
2025	1	15356	13	11	2	2	21402	5
2025	1	15356	15	11	1	1	21402	5
2025	1	15356	16	11	1	1	21402	5
2025	1	15356	64	11	1	1	21402	5
2025	1	15356	65	11	3	3	21402	5
2025	1	15356	66	11	2	2	21402	5
2025	1	15356	67	11	1	1	21402	5
2025	1	15356	68	11	1	1	21402	5
2025	1	15372	21	11	1	1	22001	5
2025	1	15372	22	11	1	1	22001	5
2025	1	15372	23	11	2	2	22001	5
2025	1	15372	65	11	1	1	22001	5
2025	1	15372	66	11	1	1	22001	5
2025	1	15372	68	11	1	1	22001	5
2025	1	15384	21	11	1	1	21604	5
2025	1	15384	23	11	2	2	21604	5
2025	1	15384	119	11	1	1	21604	5
2025	1	15384	121	11	1	1	21604	5
2025	1	15384	129	11	2	2	21604	5
2025	1	15384	130	11	2	2	21604	5
2025	1	15396	9	11	2	2	30101	6
2025	1	15396	30	11	3	3	30101	6
2025	1	15396	50	11	1	1	30101	6
2025	1	15396	70	11	1	1	30101	6
2025	1	15396	110	11	1	1	30101	6
2025	1	15396	130	11	2	2	30101	6
2025	1	15396	149	11	2	2	30101	6
2025	1	15396	167	11	1	1	30101	6
2025	1	15424	6	11	1	1	30602	6
2025	1	15424	61	11	1	1	30602	6
2025	1	15424	83	11	1	1	30602	6
2025	1	15424	144	11	1	1	30602	6
2025	1	15424	161	11	2	2	30602	6
2025	1	15427	22	11	1	1	30401	6
2025	1	15427	38	11	3	3	30401	6
2025	1	15427	50	11	1	1	30401	6
2025	1	15427	66	11	1	1	30401	6
2025	1	15427	107	11	1	1	30401	6
2025	1	15427	123	11	1	1	30401	6
2025	1	15435	1	11	2	2	30602	6
2025	1	15435	13	11	3	3	30602	6
2025	1	15435	25	11	1	1	30602	6
2025	1	15435	36	11	1	1	30602	6
2025	1	15435	48	11	1	1	30602	6
2025	1	15435	72	11	1	1	30602	6
2025	1	15449	7	11	1	1	30304	6
2025	1	15449	16	11	1	1	30304	6
2025	1	15449	40	11	2	2	30304	6
2025	1	15449	45	11	2	2	30304	6
2025	1	15449	47	11	2	2	30304	6
2025	1	15449	50	11	6	6	30304	6
2025	1	15449	60	11	1	1	30304	6
2025	1	15449	63	11	1	1	30304	6
2025	1	15460	45	11	2	2	30503	6
2025	1	15460	46	11	2	2	30503	6
2025	1	15460	47	11	1	1	30503	6
2025	1	15460	48	11	1	1	30503	6
2025	1	15460	98	11	2	2	30503	6
2025	1	15460	99	11	1	1	30503	6
2025	1	15460	100	11	2	2	30503	6
2025	1	15460	101	11	2	2	30503	6
2025	1	15465	378	11	1	1	30506	6
2025	1	15465	380	11	1	1	30506	6
2025	1	15465	381	11	2	2	30506	6
2025	1	15465	864	11	1	1	30506	6
2025	1	15465	868	11	1	1	30506	6
2025	1	15465	869	11	1	1	30506	6
2025	1	15465	870	11	2	2	30506	6
2025	1	15465	871	11	1	1	30506	6
2025	1	15491	13	11	1	1	30604	6
2025	1	15491	14	11	1	1	30604	6
2025	1	15491	15	11	3	3	30604	6
2025	1	15491	16	11	2	2	30604	6
2025	1	15491	33	11	3	3	30604	6
2025	1	15491	34	11	1	1	30604	6
2025	1	15491	35	11	1	1	30604	6
2025	1	15491	36	11	1	0	30604	6
2025	1	15495	33	11	1	1	30201	6
2025	1	15495	36	11	2	2	30201	6
2025	1	15495	135	11	1	1	30201	6
2025	1	15495	136	11	1	1	30201	6
2025	1	15495	137	11	1	1	30201	6
2025	1	15495	138	11	2	2	30201	6
2025	1	15495	139	11	2	2	30201	6
2025	1	15495	140	11	2	2	30201	6
2025	1	15501	17	11	1	1	30203	6
2025	1	15501	18	11	1	1	30203	6
2025	1	15501	20	11	2	2	30203	6
2025	1	15501	101	11	2	2	30203	6
2025	1	15501	104	11	1	1	30203	6
2025	1	15513	1	11	2	2	30712	6
2025	1	15513	12	11	1	1	30712	6
2025	1	15513	23	11	1	1	30712	6
2025	1	15513	57	11	2	2	30712	6
2025	1	15513	68	11	1	1	30712	6
2025	1	15513	102	11	1	1	30712	6
2025	1	15527	22	11	7	7	40129	6
2025	1	15527	41	11	1	0	40129	6
2025	1	15527	56	11	1	1	40129	6
2025	1	15527	100	11	1	1	40129	6
2025	1	15527	114	11	1	0	40129	6
2025	1	15527	143	11	1	1	40129	6
2025	1	15527	162	11	2	0	40129	6
2025	1	15545	28	11	1	0	40104	6
2025	1	15545	40	11	1	1	40104	6
2025	1	15545	52	11	1	1	40104	6
2025	1	15545	86	11	1	1	40104	6
2025	1	15545	89	11	1	1	40104	6
2025	1	15545	108	11	2	2	40104	6
2025	1	15553	3	11	1	0	40122	6
2025	1	15553	27	11	3	3	40122	6
2025	1	15553	48	11	1	1	40122	6
2025	1	15553	93	11	2	2	40122	6
2025	1	15553	117	11	4	4	40122	6
2025	1	15553	139	11	1	1	40122	6
2025	1	15553	182	11	1	1	40122	6
2025	1	15553	203	11	1	0	40122	6
2025	1	15555	15	11	2	0	40110	6
2025	1	15555	32	12	1	1	40110	6
2025	1	15555	46	11	2	2	40110	6
2025	1	15555	63	11	3	3	40110	6
2025	1	15555	99	11	1	1	40110	6
2025	1	15555	115	12	2	2	40110	6
2025	1	15555	115	22	1	1	40110	6
2025	1	15578	8	11	2	2	40112	6
2025	1	15578	15	11	1	1	40112	6
2025	1	15578	23	11	1	1	40112	6
2025	1	15578	45	11	1	1	40112	6
2025	1	15578	52	11	1	1	40112	6
2025	1	15578	60	11	2	0	40112	6
2025	1	15582	5	11	2	0	40129	6
2025	1	15582	105	11	2	0	40129	6
2025	1	15582	126	11	3	0	40129	6
2025	1	15598	12	11	1	1	40104	6
2025	1	15598	31	11	1	1	40104	6
2025	1	15598	49	11	1	1	40104	6
2025	1	15598	107	11	1	1	40104	6
2025	1	15598	125	11	1	0	40104	6
2025	1	15598	161	11	1	1	40104	6
2025	1	15600	7	11	2	2	40104	6
2025	1	15600	21	11	1	1	40104	6
2025	1	15600	36	11	1	1	40104	6
2025	1	15600	63	11	2	2	40104	6
2025	1	15600	105	11	2	2	40104	6
2025	1	15602	14	11	1	0	40101	6
2025	1	15602	26	11	1	0	40101	6
2025	1	15602	35	11	2	2	40101	6
2025	1	15602	55	11	1	1	40101	6
2025	1	15602	67	11	1	1	40101	6
2025	1	15602	90	11	1	1	40101	6
2025	1	15602	116	11	3	3	40101	6
2025	1	15602	128	11	3	3	40101	6
2025	1	15622	18	11	1	1	40103	6
2025	1	15622	50	11	1	1	40103	6
2025	1	15628	9	11	1	1	40102	6
2025	1	15628	75	11	4	4	40102	6
2025	1	15628	108	11	1	1	40102	6
2025	1	15659	4	11	1	1	40121	3
2025	1	15659	43	11	3	3	40121	3
2025	1	15659	66	11	5	5	40121	3
2025	1	15659	81	11	1	1	40121	3
2025	1	15659	101	11	3	3	40121	3
2025	1	15659	120	11	1	1	40121	3
2025	1	15691	17	11	2	2	40401	3
2025	1	15691	32	11	2	2	40401	3
2025	1	15691	46	11	2	2	40401	3
2025	1	15691	61	11	1	1	40401	3
2025	1	15691	74	11	1	0	40401	3
2025	1	15704	46	11	1	1	40305	3
2025	1	15704	62	11	1	1	40305	3
2025	1	15704	93	12	2	2	40305	3
2025	1	15704	93	22	1	1	40305	3
2025	1	15704	109	11	2	2	40305	3
2025	1	15704	141	11	1	1	40305	3
2025	1	15716	6	11	1	1	40128	6
2025	1	15716	17	11	1	1	40128	6
2025	1	15716	50	11	5	5	40128	6
2025	1	15716	62	11	4	4	40128	6
2025	1	15716	73	11	1	1	40128	6
2025	1	15732	17	11	2	0	40111	6
2025	1	15732	35	11	1	0	40111	6
2025	1	15732	67	11	1	1	40111	6
2025	1	15732	83	11	5	5	40111	6
2025	1	15732	131	11	2	2	40111	6
2025	1	15734	2	11	1	1	40105	6
2025	1	15734	12	11	2	2	40105	6
2025	1	15734	23	11	1	1	40105	6
2025	1	15734	32	11	2	0	40105	6
2025	1	15734	42	11	2	2	40105	6
2025	1	15734	51	11	1	0	40105	6
2025	1	15739	127	11	1	1	40125	3
2025	1	15739	129	11	2	2	40125	3
2025	1	15739	130	11	1	1	40125	3
2025	1	15739	132	11	1	1	40125	3
2025	1	15739	136	11	1	1	40125	3
2025	1	15739	178	11	1	1	40125	3
2025	1	15739	179	11	1	1	40125	3
2025	1	15739	182	11	1	1	40125	3
2025	1	15752	21	11	1	1	40302	3
2025	1	15752	23	11	2	2	40302	3
2025	1	15752	24	11	3	3	40302	3
2025	1	15752	76	11	2	2	40302	3
2025	1	15752	77	11	1	1	40302	3
2025	1	15752	78	11	1	1	40302	3
2025	1	15752	79	11	2	2	40302	3
2025	1	15752	80	11	1	1	40302	3
2025	1	15775	57	11	1	0	40608	6
2025	1	15775	59	11	3	3	40608	6
2025	1	15775	60	11	1	1	40608	6
2025	1	15775	178	11	4	4	40608	6
2025	1	15775	179	11	2	2	40608	6
2025	1	15775	180	11	2	2	40608	6
2025	1	15775	181	11	1	1	40608	6
2025	1	15787	11	11	4	4	50115	5
2025	1	15787	28	11	1	1	50115	5
2025	1	15787	45	11	1	1	50115	5
2025	1	15787	60	11	1	1	50115	5
2025	1	15787	77	11	2	2	50115	5
2025	1	15787	109	11	1	1	50115	5
2025	1	15787	124	11	1	0	50115	5
2025	1	15787	140	11	3	0	50115	5
2025	1	15803	1	11	2	2	50104	5
2025	1	15803	25	11	2	2	50104	5
2025	1	15803	45	11	3	3	50104	5
2025	1	15803	67	11	1	1	50104	5
2025	1	15803	110	11	3	3	50104	5
2025	1	15803	132	11	1	1	50104	5
2025	1	15811	53	11	2	2	50110	5
2025	1	15811	90	11	3	3	50110	5
2025	1	15811	128	11	1	1	50110	5
2025	1	15811	147	11	2	2	50110	5
2025	1	15811	166	11	1	1	50110	5
2025	1	15811	184	11	1	1	50110	5
2025	1	15822	14	11	2	2	50104	5
2025	1	15822	40	11	1	1	50104	5
2025	1	15822	62	11	1	1	50104	5
2025	1	15822	136	11	1	1	50104	5
2025	1	15822	185	11	2	2	50104	5
2025	1	15822	205	11	3	3	50104	5
2025	1	15831	8	11	1	1	50601	5
2025	1	15831	21	11	2	2	50601	5
2025	1	15831	35	11	2	2	50601	5
2025	1	15831	48	11	2	2	50601	5
2025	1	15831	76	11	1	1	50601	5
2025	1	15831	89	11	1	1	50601	5
2025	1	15845	9	11	1	1	50701	5
2025	1	15845	70	11	2	2	50701	5
2025	1	15845	88	11	1	1	50701	5
2025	1	15845	106	11	1	1	50701	5
2025	1	15845	142	11	1	1	50701	5
2025	1	15845	160	11	2	2	50701	5
2025	1	15859	19	11	1	1	50503	7
2025	1	15859	57	11	1	1	50503	7
2025	1	15859	76	11	1	1	50503	7
2025	1	15859	110	11	1	1	50503	7
2025	1	15859	128	11	2	2	50503	7
2025	1	15859	144	11	1	1	50503	7
2025	1	15880	8	11	1	1	50908	5
2025	1	15880	16	11	1	1	50908	5
2025	1	15880	28	11	1	1	50908	5
2025	1	15880	54	11	2	2	50908	5
2025	1	15880	63	11	1	1	50908	5
2025	1	15880	79	11	1	1	50908	5
2025	1	15880	87	11	2	2	50908	5
2025	1	15880	100	11	2	2	50908	5
2025	1	15897	25	11	1	1	51105	5
2025	1	15897	27	11	1	1	51105	5
2025	1	15897	28	11	1	1	51105	5
2025	1	15897	92	11	3	3	51105	5
2025	1	15897	93	11	2	2	51105	5
2025	1	15897	94	11	1	1	51105	5
2025	1	15897	95	11	1	1	51105	5
2025	1	15897	105	11	2	2	51105	5
2025	1	15921	1	11	1	1	50501	5
2025	1	15921	2	11	1	1	50501	5
2025	1	15921	3	11	1	1	50501	5
2025	1	15921	4	11	2	2	50501	5
2025	1	15921	256	11	2	2	50501	5
2025	1	15921	258	11	1	1	50501	5
2025	1	15921	260	11	1	1	50501	5
2025	1	15931	6	11	1	1	50202	5
2025	1	15931	7	11	2	2	50202	5
2025	1	15931	33	11	1	1	50202	5
2025	1	15931	34	11	1	1	50202	5
2025	1	15931	35	11	1	1	50202	5
2025	1	15931	38	11	2	2	50202	5
2025	1	15946	200	11	1	1	50510	7
2025	1	15946	203	11	1	1	50510	7
2025	1	15946	601	11	2	2	50510	7
2025	1	15946	602	11	1	1	50510	7
2025	1	15946	605	11	1	1	50510	7
2025	1	15946	609	11	2	2	50510	7
2025	1	15946	610	11	1	1	50510	7
2025	1	15946	612	11	1	1	50510	7
2025	1	15960	29	11	2	2	60101	4
2025	1	15960	40	11	2	2	60101	4
2025	1	15960	62	11	1	0	60101	4
2025	1	15960	104	11	2	2	60101	4
2025	1	15975	15	11	1	1	60108	4
2025	1	15975	26	11	1	1	60108	4
2025	1	15975	58	11	1	1	60108	4
2025	1	15975	69	11	1	1	60108	4
2025	1	15975	80	11	2	2	60108	4
2025	1	16004	9	11	1	1	60201	4
2025	1	16004	21	11	1	1	60201	4
2025	1	16004	44	11	2	2	60201	4
2025	1	16004	55	11	5	5	60201	4
2025	1	16004	65	11	4	4	60201	4
2025	1	16017	11	11	1	1	60801	7
2025	1	16017	25	11	2	2	60801	7
2025	1	16017	59	11	2	2	60801	7
2025	1	16017	75	11	1	1	60801	7
2025	1	16017	92	11	2	2	60801	7
2025	1	16017	112	11	2	2	60801	7
2025	1	16025	63	11	1	1	60801	7
2025	1	16025	85	11	1	1	60801	7
2025	1	16025	110	11	1	1	60801	7
2025	1	16025	130	11	1	1	60801	7
2025	1	16025	152	11	1	1	60801	7
2025	1	16025	197	11	2	2	60801	7
2025	1	16027	1	11	1	1	60801	7
2025	1	16027	23	11	1	1	60801	7
2025	1	16027	45	11	1	1	60801	7
2025	1	16027	88	11	2	2	60801	7
2025	1	16027	110	11	2	2	60801	7
2025	1	16027	153	11	3	3	60801	7
2025	1	16034	3	11	2	2	60801	7
2025	1	16034	18	11	2	2	60801	7
2025	1	16034	33	11	1	1	60801	7
2025	1	16034	48	11	2	2	60801	7
2025	1	16034	77	11	1	1	60801	7
2025	1	16034	92	11	2	2	60801	7
2025	1	16041	1	11	1	1	60505	1
2025	1	16041	18	11	1	1	60505	1
2025	1	16041	23	11	2	2	60505	1
2025	1	16041	32	11	1	1	60505	1
2025	1	16041	56	11	1	1	60505	1
2025	1	16041	71	11	3	3	60505	1
2025	1	16041	78	11	1	1	60505	1
2025	1	16041	82	11	1	1	60505	1
2025	1	16049	25	11	1	1	60101	4
2025	1	16049	26	11	1	1	60101	4
2025	1	16049	27	11	1	1	60101	4
2025	1	16049	480	11	1	1	60101	4
2025	1	16049	481	11	1	1	60101	4
2025	1	16049	482	11	1	1	60101	4
2025	1	16049	483	11	1	1	60101	4
2025	1	16049	484	11	1	1	60101	4
2025	1	16065	185	11	2	2	60107	4
2025	1	16065	187	11	2	2	60107	4
2025	1	16065	188	11	1	0	60107	4
2025	1	16065	388	11	2	2	60107	4
2025	1	16065	393	11	1	1	60107	4
2025	1	16065	394	11	1	1	60107	4
2025	1	16069	9	11	1	1	60408	4
2025	1	16069	10	11	1	1	60408	4
2025	1	16069	11	11	1	1	60408	4
2025	1	16069	174	11	2	2	60408	4
2025	1	16069	175	11	1	1	60408	4
2025	1	16069	177	11	2	2	60408	4
2025	1	16069	178	11	1	1	60408	4
2025	1	16069	179	11	2	2	60408	4
2025	1	16084	133	11	1	1	60401	4
2025	1	16084	134	11	1	1	60401	4
2025	1	16084	135	11	1	1	60401	4
2025	1	16084	136	11	2	2	60401	4
2025	1	16084	283	11	1	1	60401	4
2025	1	16084	284	11	2	2	60401	4
2025	1	16084	285	11	2	2	60401	4
2025	1	16084	286	11	1	1	60401	4
2025	1	16090	81	11	1	1	61307	4
2025	1	16090	82	11	1	1	61307	4
2025	1	16090	84	11	1	1	61307	4
2025	1	16090	168	11	1	1	61307	4
2025	1	16090	169	11	1	1	61307	4
2025	1	16090	171	11	1	1	61307	4
2025	1	16090	172	11	2	2	61307	4
2025	1	16090	173	11	1	1	61307	4
2025	1	16099	1	11	1	1	60309	4
2025	1	16099	2	11	1	1	60309	4
2025	1	16099	3	11	1	1	60309	4
2025	1	16099	4	11	1	1	60309	4
2025	1	16099	273	11	1	1	60309	4
2025	1	16099	276	11	2	2	60309	4
2025	1	16099	278	11	1	1	60309	4
2025	1	16099	279	11	1	1	60309	4
2025	1	16122	294	11	2	2	60701	4
2025	1	16122	295	11	1	1	60701	4
2025	1	16122	296	11	1	1	60701	4
2025	1	16122	610	11	1	1	60701	4
2025	1	16122	611	11	1	1	60701	4
2025	1	16122	612	11	4	4	60701	4
2025	1	16122	613	11	1	1	60701	4
2025	1	16131	154	11	1	1	61007	4
2025	1	16131	156	11	2	2	61007	4
2025	1	16131	424	11	2	2	61007	4
2025	1	16131	425	11	1	1	61007	4
2025	1	16131	426	11	2	2	61007	4
2025	1	16131	427	11	2	2	61007	4
2025	1	16144	2	11	1	1	60810	7
2025	1	16144	3	11	2	2	60810	7
2025	1	16144	4	11	1	1	60810	7
2025	1	16144	79	11	1	1	60810	7
2025	1	16144	80	11	1	1	60810	7
2025	1	16144	81	11	2	2	60810	7
2025	1	16144	82	11	1	1	60810	7
2025	1	16144	83	11	1	1	60810	7
2025	1	16154	29	11	1	1	60614	7
2025	1	16154	30	11	1	1	60614	7
2025	1	16154	31	11	2	2	60614	7
2025	1	16154	32	11	1	1	60614	7
2025	1	16154	129	11	1	1	60614	7
2025	1	16154	130	11	2	2	60614	7
2025	1	16154	131	11	1	1	60614	7
2025	1	16154	132	11	1	1	60614	7
2025	1	16166	23	11	1	0	70104	8
2025	1	16166	39	11	1	0	70104	8
2025	1	16166	85	11	2	0	70104	8
2025	1	16166	127	11	1	0	70104	8
2025	1	16166	142	11	1	0	70104	8
2025	1	16187	22	11	2	0	70101	8
2025	1	16187	47	12	2	0	70101	8
2025	1	16187	47	22	2	0	70101	8
2025	1	16187	72	11	1	0	70101	8
2025	1	16187	140	11	1	1	70101	8
2025	1	16205	1	11	2	0	70106	8
2025	1	16205	9	11	1	0	70106	8
2025	1	16205	17	11	1	0	70106	8
2025	1	16205	27	11	2	2	70106	8
2025	1	16205	35	11	2	2	70106	8
2025	1	16219	10	11	1	0	70106	8
2025	1	16219	18	11	2	0	70106	8
2025	1	16219	51	11	1	0	70106	8
2025	1	16219	59	11	1	1	70106	8
2025	1	16219	65	11	1	0	70106	8
2025	1	16233	10	11	2	2	70106	8
2025	1	16233	24	11	1	0	70106	8
2025	1	16233	39	11	2	2	70106	8
2025	1	16233	67	11	2	0	70106	8
2025	1	16233	93	11	3	0	70106	8
2025	1	16235	18	11	2	0	70101	8
2025	1	16235	36	11	1	1	70101	8
2025	1	16235	53	11	1	1	70101	8
2025	1	16235	74	11	1	1	70101	8
2025	1	16235	92	11	1	1	70101	8
2025	1	16235	110	11	1	0	70101	8
2025	1	16235	129	11	1	1	70101	8
2025	1	16235	145	11	2	2	70101	8
2025	1	16241	15	11	2	0	70106	8
2025	1	16241	29	11	2	2	70106	8
2025	1	16241	43	12	2	2	70106	8
2025	1	16241	43	22	1	1	70106	8
2025	1	16241	57	11	1	0	70106	8
2025	1	16251	2	11	1	0	70106	8
2025	1	16251	66	11	1	1	70106	8
2025	1	16251	88	11	1	1	70106	8
2025	1	16251	110	11	1	0	70106	8
2025	1	16251	132	12	1	0	70106	8
2025	1	16251	132	22	1	0	70106	8
2025	1	16253	10	11	2	2	70101	8
2025	1	16253	88	11	2	0	70101	8
2025	1	16253	108	11	2	2	70101	8
2025	1	16253	125	11	1	0	70101	8
2025	1	16253	184	11	1	1	70101	8
2025	1	16263	12	11	1	0	70106	8
2025	1	16263	26	11	2	2	70106	8
2025	1	16263	69	11	2	0	70106	8
2025	1	16263	83	11	2	0	70106	8
2025	1	16263	97	11	1	0	70106	8
2025	1	16263	126	11	1	1	70106	8
2025	1	16286	88	12	3	0	70101	8
2025	1	16286	88	22	2	0	70101	8
2025	1	16286	112	11	1	0	70101	8
2025	1	16286	159	11	1	1	70101	8
2025	1	16286	183	11	1	0	70101	8
2025	1	16286	207	11	1	0	70101	8
2025	1	16288	12	11	3	0	70106	8
2025	1	16288	30	11	2	2	70106	8
2025	1	16288	66	11	2	0	70106	8
2025	1	16288	84	11	2	2	70106	8
2025	1	16288	101	11	2	2	70106	8
2025	1	16288	119	11	4	0	70106	8
2025	1	16305	8	11	3	0	70102	8
2025	1	16305	27	11	1	0	70102	8
2025	1	16305	83	11	1	0	70102	8
2025	1	16305	101	11	1	1	70102	8
2025	1	16305	121	11	1	0	70102	8
2025	1	16305	179	11	4	0	70102	8
