ENCUESTA NACIONAL DE HOGARES
AÑO = 2024
TRIMESTRE = 4
MÓDULO: GOBERNABILIDAD, DEMOCRACIA Y TRANSPARENCIA
FUENTE: INSTITUTO NACIONAL DE ESTADÍSTICA E INFORMÁTICA
AÑO MES CONGLOME VIVIENDA HOGAR CODPERSO UBIGEO DOMINIO P1.01
2024 10 17872 93 11 2 150125 8 5
2024 10 17872 110 11 1 150125 8 5
2024 10 17889 19 11 2 150131 8 9
2024 10 17889 36 11 1 150131 8 1
2024 10 17889 63 11 1 150131 8 1
2024 10 17889 83 11 1 150131 8 9
2024 10 17889 94 11 6 150131 8 9
2024 10 17889 155 11 2 150131 8 9
2024 10 17919 13 11 1 150125 8 1
2024 10 17919 41 11 3 150125 8 9
2024 10 17919 55 11 3 150125 8 9
2024 10 17919 69 11 1 150125 8 9
2024 10 17919 86 11 2 150125 8 2
2024 10 17919 100 11 1 150125 8 1
2024 10 17929 20 11 1 150103 8 9
2024 10 17929 45 11 1 150103 8 9
2024 10 17929 59 11 1 150103 8 5
2024 10 17929 83 11 1 150103 8 2
2024 10 17929 96 11 1 150103 8 9
2024 10 17929 106 11 2 150103 8 3
2024 10 17938 8 11 1 150140 8 9
2024 10 17938 19 11 1 150140 8 9
2024 10 17938 48 11 1 150140 8 9
2024 10 17938 61 11 1 150140 8 9
2024 10 17938 70 11 2 150140 8 9
2024 10 17938 88 11 1 150140 8 9
2024 10 17938 116 11 1 150140 8 9
2024 10 17938 129 11 1 150140 8 9
2024 10 17943 10 11 1 150110 8 4
2024 10 17943 32 11 2 150110 8 9
2024 10 17943 47 11 1 150110 8 2
2024 10 17943 66 11 1 150110 8 9
2024 10 17943 87 11 1 150110 8 9
2024 10 17943 121 11 3 150110 8 9
2024 10 17943 163 11 3 150110 8 9
2024 10 17943 175 11 1 150110 8 9
2024 10 17952 2 11 3 150135 8 9
2024 10 17952 23 11 4 150135 8 9
2024 10 17952 64 11 1 150135 8 1
2024 10 17952 75 11 1 150135 8 2
2024 10 17952 110 11 2 150135 8 9
2024 10 17952 126 11 2 150135 8 9
2024 10 17957 11 11 1 150118 8 9
2024 10 17957 34 11 2 150118 8 9
2024 10 17957 46 11 2 150118 8 9
2024 10 17957 58 11 2 150118 8 9
2024 10 17957 70 11 2 150118 8 9
2024 10 17957 92 11 2 150118 8 9
2024 10 17987 12 11 1 150135 8 2
2024 10 17987 28 11 1 150135 8 1
2024 10 17987 41 11 1 150135 8 9
2024 10 17987 93 11 3 150135 8 2
2024 10 17987 110 11 1 150135 8 9
2024 10 17987 124 11 1 150135 8 9
2024 10 17994 30 11 1 150111 8 9
2024 10 17994 48 11 1 150111 8 5
2024 10 17994 58 11 2 150111 8 1
2024 10 17994 78 11 1 150111 8 1
2024 10 17994 133 11 3 150111 8 9
2024 10 17994 147 11 4 150111 8 9
2024 10 17994 167 11 2 150111 8 9
2024 10 17995 33 11 2 150136 8 9
2024 10 17995 58 11 3 150136 8 9
2024 10 17995 73 11 1 150136 8 9
2024 10 17995 87 11 1 150136 8 9
2024 10 18000 17 11 3 150135 8 9
2024 10 18000 81 11 1 150135 8 2
2024 10 18000 100 11 1 150135 8 9
2024 10 18000 141 11 1 150135 8 9
2024 10 18000 158 11 1 150135 8 9
2024 10 18000 181 11 1 150135 8 9
2024 10 18022 15 11 2 150132 8 1
2024 10 18022 24 11 1 150132 8 2
2024 10 18022 53 11 1 150132 8 3
2024 10 18022 62 11 2 150132 8 3
2024 10 18022 72 11 1 150132 8 1
2024 10 18058 33 11 3 150142 8 5
2024 10 18058 45 11 6 150142 8 5
2024 10 18058 59 11 1 150142 8 9
2024 10 18058 68 11 2 150142 8 9
2024 10 18059 4 11 1 150142 8 2
2024 10 18059 60 11 4 150142 8 9
2024 10 18059 78 12 10 150142 8 9
2024 10 18059 97 11 1 150142 8 9
2024 10 18059 115 11 1 150142 8 9
2024 10 18064 7 11 1 150132 8 2
2024 10 18064 31 11 1 150132 8 1
2024 10 18064 53 11 3 150132 8 1
2024 10 18064 74 11 1 150132 8 9
2024 10 18064 97 11 3 150132 8 9
2024 10 18064 121 11 1 150132 8 9
2024 10 18069 14 11 3 150106 8 9
2024 10 18069 28 11 1 150106 8 1
2024 10 18069 40 11 1 150106 8 1
2024 10 18069 54 11 1 150106 8 9
2024 10 18069 67 11 2 150106 8 9
2024 10 18069 81 11 1 150106 8 9
2024 10 18075 48 11 1 150121 8 3
2024 10 18075 64 11 4 150121 8 9
2024 10 18075 79 11 2 150121 8 9
2024 10 18075 101 11 2 150121 8 9
2024 10 18075 131 11 2 150121 8 2
2024 10 18120 1 11 1 150123 8 1
2024 10 18120 7 11 1 150123 8 1
2024 10 18120 33 11 2 150123 8 9
2024 10 18120 40 11 2 150123 8 9
2024 10 18120 46 11 1 150123 8 2
2024 10 18120 53 11 1 150123 8 1
2024 10 18122 49 11 2 150121 8 2
2024 10 18122 160 11 2 150121 8 9
2024 10 18138 53 11 2 150105 8 9
2024 10 18138 176 11 1 150105 8 2
2024 10 18138 200 11 1 150105 8 1
2024 10 18138 225 11 3 150105 8 3
2024 10 18151 4 11 1 150101 8 9
2024 10 18151 33 11 1 150101 8 3
2024 10 18151 52 11 1 150101 8 9
2024 10 18151 69 11 1 150101 8 9
2024 10 18151 115 11 2 150101 8 2
2024 10 18151 150 11 1 150101 8 9
2024 10 18158 10 11 3 150132 8 2
2024 10 18158 24 11 1 150132 8 2
2024 10 18158 51 11 2 150132 8 2
2024 10 18158 65 11 1 150132 8 4
2024 10 18158 82 11 2 150132 8 5
2024 10 18158 94 11 3 150132 8 9
2024 10 18160 14 11 6 150118 8 9
2024 10 18160 34 11 3 150118 8 9
2024 10 18160 76 11 2 150118 8 9
2024 10 18175 214 11 1 150141 8 9
2024 10 18175 282 11 1 150141 8 1
2024 10 18175 319 11 1 150141 8 2
2024 10 18184 9 11 1 150103 8 9
2024 10 18184 23 11 2 150103 8 9
2024 10 18190 30 11 4 150135 8 9
2024 10 18190 44 11 1 150135 8 9
2024 10 18190 59 11 4 150135 8 9
2024 10 18190 74 11 2 150135 8 9
2024 10 18190 130 11 1 150135 8 9
2024 10 18214 42 11 1 150118 8 9
2024 10 18214 53 11 3 150118 8 9
2024 10 18214 64 11 1 150118 8 9
2024 10 18214 75 11 2 150118 8 1
2024 10 18223 6 11 2 150140 8 9
2024 10 18223 29 11 1 150140 8 2
2024 10 18223 39 11 2 150140 8 9
2024 10 18223 52 11 1 150140 8 9
2024 10 18223 99 11 1 150140 8 9
2024 10 18223 109 11 1 150140 8 5
2024 10 18251 2 11 6 150106 8 9
2024 10 18251 11 11 2 150106 8 9
2024 10 18251 20 11 1 150106 8 9
2024 10 18251 47 11 1 150106 8 9
2024 10 18251 56 11 3 150106 8 3
2024 10 18252 4 11 2 150106 8 2
2024 10 18252 21 11 1 150106 8 1
2024 10 18252 74 11 4 150106 8 9
2024 10 18252 110 11 2 150106 8 9
2024 10 18252 128 12 1 150106 8 2
2024 10 18252 128 22 2 150106 8 9
2024 10 18252 144 11 1 150106 8 1
2024 10 18293 31 11 1 150111 8 2
2024 10 18293 60 11 1 150111 8 9
2024 10 18293 89 11 1 150111 8 1
2024 10 18293 104 11 2 150111 8 9
2024 10 18294 53 11 1 150133 8 9
2024 10 18294 122 11 1 150133 8 9
2024 10 18294 145 11 4 150133 8 9
2024 10 18294 168 11 1 150133 8 9
2024 10 18297 7 11 2 150123 8 2
2024 10 18297 23 11 1 150123 8 1
2024 10 18297 39 11 1 150123 8 2
2024 10 18297 72 11 3 150123 8 2
2024 10 18297 105 12 1 150123 8 2
2024 10 18297 105 22 2 150123 8 9
2024 10 18298 7 11 2 150119 8 2
2024 10 18298 18 11 2 150119 8 9
2024 10 18298 63 11 2 150119 8 2
2024 10 18321 5 11 2 150139 8 1
2024 10 18321 20 11 1 150139 8 9
2024 10 18321 51 11 2 150139 8 9
2024 10 18321 60 11 3 150139 8 9
2024 10 18321 96 11 5 150139 8 9
2024 10 18338 11 11 2 150132 8 9
2024 10 18338 29 11 2 150132 8 9
2024 10 18338 49 11 4 150132 8 9
2024 10 18338 69 11 4 150132 8 9
2024 10 18338 89 11 2 150132 8 5
2024 10 18338 127 11 1 150132 8 9
2024 10 18338 167 11 1 150132 8 9
2024 10 18338 186 11 2 150132 8 2
2024 10 18350 16 11 1 150118 8 1
2024 10 18350 27 11 2 150118 8 9
2024 10 18350 47 11 1 150118 8 9
2024 10 18350 60 11 2 150118 8 9
2024 10 18350 80 11 1 150118 8 9
2024 10 18350 88 11 1 150118 8 2
2024 10 18365 36 11 1 150601 2 2
2024 10 18365 62 11 1 150601 2 9
2024 10 18365 87 11 1 150601 2 2
2024 10 18365 138 11 1 150601 2 9
2024 10 18365 190 11 1 150601 2 9
2024 10 18375 8 11 1 150201 2 9
2024 10 18375 39 11 2 150201 2 9
2024 10 18375 53 11 2 150201 2 9
2024 10 18375 68 12 1 150201 2 9
2024 10 18375 68 22 2 150201 2 9
2024 10 18375 98 11 3 150201 2 9
2024 10 18375 111 11 2 150201 2 3
2024 10 18377 5 11 1 150812 2 1
2024 10 18377 40 11 1 150812 2 5
2024 10 18377 55 12 3 150812 2 9
2024 10 18377 55 22 2 150812 2 9
2024 10 18377 114 11 1 150812 2 1
2024 10 18377 128 11 3 150812 2 9
2024 10 18395 28 11 1 150501 2 2
2024 10 18395 51 11 1 150501 2 5
2024 10 18395 72 11 1 150501 2 3
2024 10 18395 95 11 3 150501 2 9
2024 10 18395 118 11 1 150501 2 5
2024 10 18395 141 11 2 150501 2 5
2024 10 18405 12 11 1 150801 2 1
2024 10 18405 134 11 2 150801 2 9
2024 10 18408 1 11 2 150801 2 9
2024 10 18408 20 11 1 150801 2 9
2024 10 18408 69 11 2 150801 2 9
2024 10 18408 87 11 1 150801 2 1
2024 10 18408 105 11 2 150801 2 9
2024 10 18408 122 11 1 150801 2 9
2024 10 18427 10 11 2 150604 2 9
2024 10 18427 23 11 2 150604 2 9
2024 10 18427 49 11 1 150604 2 2
2024 10 18427 62 11 1 150604 2 2
2024 10 18427 76 11 2 150604 2 9
2024 10 18427 89 11 2 150604 2 5
2024 10 18458 23 11 1 150810 2 1
2024 10 18458 89 11 1 150810 2 1
2024 10 18458 129 11 1 150810 2 1
2024 10 18473 15 11 4 150204 2 2
2024 10 18473 62 11 1 150204 2 1
2024 10 18473 86 11 2 150204 2 9
2024 10 18473 110 11 6 150204 2 9
2024 10 18473 135 11 1 150204 2 9
2024 10 18473 159 11 1 150204 2 1
2024 10 18482 15 11 1 150806 2 1
2024 10 18482 34 11 1 150806 2 1
2024 10 18482 67 11 2 150806 2 1
2024 10 18482 84 11 1 150806 2 1
2024 10 18482 119 11 1 150806 2 1
2024 10 18493 3 11 1 150201 2 9
2024 10 18493 14 11 1 150201 2 9
2024 10 18493 25 11 1 150201 2 9
2024 10 18493 49 11 1 150201 2 9
2024 10 18493 83 11 1 150201 2 9
2024 10 18493 94 11 1 150201 2 9
2024 10 18518 34 11 1 150501 2 2
2024 10 18518 35 11 3 150501 2 9
2024 10 18518 95 11 1 150501 2 9
2024 10 18518 96 11 2 150501 2 9
2024 10 18518 98 11 3 150501 2 9
2024 10 18518 99 11 6 150501 2 9
2024 10 18518 100 11 2 150501 2 9
2024 10 18548 74 11 1 150807 5 9
2024 10 18548 75 11 2 150807 5 2
2024 10 18548 76 11 1 150807 5 9
2024 10 18548 77 11 2 150807 5 5
2024 10 18548 199 11 2 150807 5 1
2024 10 18548 200 11 2 150807 5 5
2024 10 18548 201 11 2 150807 5 2
2024 10 18548 202 11 4 150807 5 2
2024 10 18550 45 11 1 151030 5 1
2024 10 18550 46 11 1 151030 5 2
2024 10 18550 47 11 1 151030 5 1
2024 10 18550 74 11 1 151030 5 9
2024 10 18550 75 11 1 151030 5 2
2024 10 18550 76 11 1 151030 5 1
2024 10 18559 16 11 1 150711 5 2
2024 10 18559 26 11 1 150711 5 1
2024 10 18559 35 11 1 150711 5 2
2024 10 18559 70 11 1 150711 5 9
2024 10 18559 79 11 3 150711 5 9
2024 10 18559 97 11 1 150711 5 9
2024 10 18559 106 11 1 150711 5 2
2024 10 18565 5 11 1 160108 7 1
2024 10 18565 20 11 1 160108 7 9
2024 10 18565 34 11 1 160108 7 2
2024 10 18565 47 11 1 160108 7 2
2024 10 18565 78 11 1 160108 7 9
2024 10 18565 92 11 3 160108 7 9
2024 10 18577 18 11 1 160113 7 2
2024 10 18577 37 12 2 160113 7 2
2024 10 18577 37 22 3 160113 7 2
2024 10 18577 74 11 1 160113 7 2
2024 10 18577 93 11 2 160113 7 1
2024 10 18577 113 11 2 160113 7 1
2024 10 18577 132 11 3 160113 7 2
2024 10 18605 20 11 1 160113 7 2
2024 10 18605 168 11 2 160113 7 5
2024 10 18605 197 11 2 160113 7 1
2024 10 18605 227 11 8 160113 7 2
2024 10 18605 256 11 3 160113 7 2
2024 10 18617 15 11 3 160113 7 2
2024 10 18617 32 11 2 160113 7 3
2024 10 18617 50 11 2 160113 7 4
2024 10 18617 67 11 2 160113 7 2
2024 10 18617 84 11 1 160113 7 5
2024 10 18617 102 11 4 160113 7 1
2024 10 18640 5 11 1 160108 7 1
2024 10 18640 16 11 3 160108 7 2
2024 10 18640 37 11 1 160108 7 1
2024 10 18640 48 11 2 160108 7 5
2024 10 18640 59 11 2 160108 7 1
2024 10 18640 70 11 1 160108 7 2
2024 10 18641 8 11 2 160101 7 2
2024 10 18641 19 11 3 160101 7 2
2024 10 18641 42 11 1 160101 7 1
2024 10 18641 65 11 3 160101 7 2
2024 10 18641 110 11 4 160101 7 2
2024 10 18652 15 11 5 160112 7 4
2024 10 18652 35 11 1 160112 7 1
2024 10 18652 49 11 2 160112 7 2
2024 10 18652 73 11 1 160112 7 2
2024 10 18652 94 11 2 160112 7 2
2024 10 18652 138 11 2 160112 7 2
2024 10 18661 44 11 1 160201 7 1
2024 10 18661 60 11 2 160201 7 1
2024 10 18661 76 11 2 160201 7 1
2024 10 18661 93 11 1 160201 7 3
2024 10 18661 109 11 1 160201 7 5
2024 10 18661 140 11 1 160201 7 2
2024 10 18672 13 11 1 160606 7 5
2024 10 18672 46 11 1 160606 7 1
2024 10 18672 62 11 1 160606 7 1
2024 10 18672 78 11 7 160606 7 2
2024 10 18672 95 11 1 160606 7 2
2024 10 18686 6 11 2 160301 7 1
2024 10 18686 25 11 1 160301 7 1
2024 10 18686 45 11 1 160301 7 1
2024 10 18686 63 11 2 160301 7 2
2024 10 18686 83 11 1 160301 7 2
2024 10 18686 141 11 2 160301 7 1
2024 10 18691 5 11 2 160106 7 5
2024 10 18691 24 11 2 160106 7 5
2024 10 18691 61 11 1 160106 7 2
2024 10 18691 80 11 2 160106 7 5
2024 10 18706 3 11 3 160301 7 1
2024 10 18706 27 11 1 160301 7 1
2024 10 18706 99 11 1 160301 7 2
2024 10 18706 122 11 1 160301 7 2
2024 10 18706 146 11 1 160301 7 2
2024 10 18706 194 11 2 160301 7 2
2024 10 18724 128 11 2 160702 7 5
2024 10 18724 133 11 1 160702 7 5
2024 10 18724 134 11 2 160702 7 5
2024 10 18724 135 11 1 160702 7 1
2024 10 18724 157 11 1 160702 7 3
2024 10 18724 158 11 2 160702 7 2
2024 10 18724 160 11 1 160702 7 5
2024 10 18728 9 11 2 160301 7 5
2024 10 18728 10 11 2 160301 7 5
2024 10 18728 11 11 1 160301 7 1
2024 10 18728 12 11 1 160301 7 5
2024 10 18728 83 11 2 160301 7 5
2024 10 18728 84 11 1 160301 7 4
2024 10 18728 85 11 1 160301 7 5
2024 10 18728 86 11 1 160301 7 2
2024 10 18730 4 11 4 160602 7 2
2024 10 18730 18 11 1 160602 7 4
2024 10 18730 25 11 2 160602 7 2
2024 10 18730 39 11 1 160602 7 5
2024 10 18730 47 11 1 160602 7 2
2024 10 18730 54 11 1 160602 7 2
2024 10 18730 61 11 2 160602 7 2
2024 10 18730 68 11 2 160602 7 2
2024 10 18746 13 11 2 160507 7 5
2024 10 18746 14 11 2 160507 7 2
2024 10 18746 15 11 2 160507 7 5
2024 10 18746 16 11 2 160507 7 5
2024 10 18746 97 11 2 160507 7 1
2024 10 18746 98 11 1 160507 7 5
2024 10 18746 99 11 7 160507 7 2
2024 10 18746 100 11 2 160507 7 1
2024 10 18749 57 11 1 160402 7 2
2024 10 18749 59 11 1 160402 7 2
2024 10 18749 60 11 1 160402 7 2
2024 10 18749 162 11 1 160402 7 2
2024 10 18749 163 11 2 160402 7 2
2024 10 18749 164 11 2 160402 7 1
2024 10 18749 165 11 2 160402 7 5
2024 10 18749 167 11 1 160402 7 5
2024 10 18769 2 11 1 160301 7 5
2024 10 18769 4 11 1 160301 7 2
2024 10 18769 102 11 1 160301 7 5
2024 10 18769 104 11 2 160301 7 5
2024 10 18769 105 11 2 160301 7 1
2024 10 18769 106 11 2 160301 7 5
2024 10 18782 1 11 1 170101 7 2
2024 10 18782 20 11 1 170101 7 1
2024 10 18782 58 11 1 170101 7 1
2024 10 18782 76 11 1 170101 7 1
2024 10 18782 95 11 1 170101 7 2
2024 10 18782 149 11 3 170101 7 2
2024 10 18782 167 11 1 170101 7 1
2024 10 18798 12 11 3 170101 7 2
2024 10 18798 76 11 1 170101 7 1
2024 10 18798 91 11 3 170101 7 3
2024 10 18798 106 11 4 170101 7 9
2024 10 18826 30 11 4 170101 7 2
2024 10 18826 62 11 1 170101 7 1
2024 10 18826 139 11 1 170101 7 9
2024 10 18836 17 11 1 170102 7 1
2024 10 18836 21 11 2 170102 7 1
2024 10 18836 29 11 2 170102 7 1
2024 10 18836 43 11 1 170102 7 1
2024 10 18836 48 11 2 170102 7 5
2024 10 18836 55 11 2 170102 7 5
2024 10 18845 14 11 1 170104 7 2
2024 10 18845 57 11 1 170104 7 4
2024 10 18845 79 11 2 170104 7 2
2024 10 18845 101 11 2 170104 7 9
2024 10 18845 147 11 1 170104 7 2
2024 10 18880 8 11 1 170301 7 3
2024 10 18880 38 11 2 170301 7 2
2024 10 18880 48 11 1 170301 7 1
2024 10 18880 59 11 1 170301 7 1
2024 10 18880 80 11 1 170301 7 1
2024 10 18880 89 11 5 170301 7 1
2024 10 18880 91 11 1 170301 7 1
2024 10 18880 108 11 1 170301 7 2
2024 10 18882 9 11 1 170303 7 1
2024 10 18882 10 11 1 170303 7 2
2024 10 18882 11 11 2 170303 7 1
2024 10 18882 12 11 1 170303 7 2
2024 10 18882 38 11 1 170303 7 4
2024 10 18882 39 11 2 170303 7 1
2024 10 18882 40 11 1 170303 7 1
2024 10 18882 41 11 2 170303 7 3
2024 10 18889 76 11 1 180101 3 1
2024 10 18889 98 11 3 180101 3 9
2024 10 18889 144 11 1 180101 3 1
2024 10 18889 163 11 2 180101 3 1
2024 10 18889 183 11 1 180101 3 1
2024 10 18893 3 11 1 180101 3 2
2024 10 18893 15 11 1 180101 3 1
2024 10 18893 63 11 1 180101 3 1
2024 10 18893 76 11 3 180101 3 1
2024 10 18893 88 11 1 180101 3 9
2024 10 18893 111 11 1 180101 3 2
2024 10 18893 122 11 1 180101 3 9
2024 10 18914 11 11 1 180101 3 1
2024 10 18914 26 11 2 180101 3 9
2024 10 18914 57 11 1 180101 3 2
2024 10 18914 72 11 1 180101 3 1
2024 10 18914 87 11 1 180101 3 1
2024 10 18914 102 11 1 180101 3 1
2024 10 18931 29 11 2 180101 3 2
2024 10 18931 46 11 1 180101 3 1
2024 10 18931 62 11 1 180101 3 3
2024 10 18931 77 11 3 180101 3 9
2024 10 18931 94 11 5 180101 3 2
2024 10 18931 125 11 1 180101 3 2
2024 10 18933 27 11 2 180101 3 3
2024 10 18933 44 11 2 180101 3 9
2024 10 18933 74 11 1 180101 3 1
2024 10 18933 89 11 1 180101 3 4
2024 10 18933 105 11 2 180101 3 1
2024 10 18933 149 11 1 180101 3 5
2024 10 18933 165 11 2 180101 3 3
2024 10 18964 9 11 2 180301 3 2
2024 10 18964 42 11 1 180301 3 1
2024 10 18964 73 11 2 180301 3 2
2024 10 18964 122 11 1 180301 3 4
2024 10 18965 32 11 1 180301 3 1
2024 10 18965 65 11 1 180301 3 9
2024 10 18965 82 11 1 180301 3 1
2024 10 18965 98 11 1 180301 3 1
2024 10 18965 115 11 1 180301 3 1
2024 10 18965 131 11 1 180301 3 3
2024 10 18969 2 11 2 180303 3 9
2024 10 18969 15 11 1 180303 3 9
2024 10 18969 28 11 1 180303 3 9
2024 10 18969 41 11 2 180303 3 2
2024 10 18969 54 11 2 180303 3 1
2024 10 18969 68 11 1 180303 3 1
2024 10 18971 20 11 1 180301 3 9
2024 10 18971 51 11 1 180301 3 2
2024 10 18971 69 11 1 180301 3 1
2024 10 18971 82 11 2 180301 3 1
2024 10 18971 114 11 1 180301 3 2
2024 10 19006 10 11 1 180201 6 9
2024 10 19006 21 11 2 180201 6 1
2024 10 19006 41 11 2 180201 6 1
2024 10 19006 51 11 1 180201 6 2
2024 10 19006 63 11 2 180201 6 1
2024 10 19006 73 11 1 180201 6 2
2024 10 19010 6 11 2 180201 6 1
2024 10 19010 22 11 1 180201 6 1
2024 10 19010 50 11 4 180201 6 9
2024 10 19010 68 11 2 180201 6 1
2024 10 19010 85 11 2 180201 6 2
2024 10 19010 99 11 1 180201 6 1
2024 10 19027 9 11 1 180201 6 1
2024 10 19027 10 11 1 180201 6 2
2024 10 19027 11 11 1 180201 6 5
2024 10 19027 12 11 2 180201 6 2
2024 10 19027 63 11 1 180201 6 1
2024 10 19027 64 11 1 180201 6 2
2024 10 19027 66 11 1 180201 6 1
2024 10 19027 67 11 1 180201 6 1
2024 10 19040 13 11 1 180106 6 1
2024 10 19040 16 11 1 180106 6 1
2024 10 19040 262 11 1 180106 6 1
2024 10 19040 263 11 2 180106 6 2
2024 10 19040 267 11 2 180106 6 1
2024 10 19040 268 11 2 180106 6 5
2024 10 19040 269 11 2 180106 6 1
2024 10 19044 12 11 2 180103 6 1
2024 10 19044 29 11 1 180103 6 2
2024 10 19044 37 11 2 180103 6 1
2024 10 19044 49 11 1 180103 6 1
2024 10 19044 52 11 1 180103 6 1
2024 10 19044 57 11 1 180103 6 2
2024 10 19044 71 11 2 180103 6 2
2024 10 19050 1 11 1 190109 5 1
2024 10 19050 10 11 1 190109 5 2
2024 10 19050 22 11 2 190109 5 1
2024 10 19050 33 11 3 190109 5 2
2024 10 19050 47 11 1 190109 5 4
2024 10 19050 55 11 1 190109 5 1
2024 10 19076 7 11 2 190109 5 1
2024 10 19076 17 11 2 190109 5 1
2024 10 19076 31 11 2 190109 5 1
2024 10 19076 47 11 2 190109 5 1
2024 10 19076 56 11 2 190109 5 2
2024 10 19076 66 11 4 190109 5 2
2024 10 19081 11 11 3 190113 5 2
2024 10 19081 29 11 3 190113 5 1
2024 10 19081 47 11 3 190113 5 1
2024 10 19081 83 11 3 190113 5 2
2024 10 19081 134 11 2 190113 5 1
2024 10 19081 154 11 3 190113 5 1
2024 10 19081 171 11 1 190113 5 1
2024 10 19081 186 11 1 190113 5 1
2024 10 19083 11 11 2 190111 5 2
2024 10 19083 29 11 2 190111 5 1
2024 10 19083 83 11 1 190111 5 1
2024 10 19083 101 11 2 190111 5 1
2024 10 19083 119 11 3 190111 5 2
2024 10 19083 137 11 2 190111 5 1
2024 10 19084 11 11 1 190111 5 1
2024 10 19084 34 11 1 190111 5 2
2024 10 19084 45 11 2 190111 5 1
2024 10 19084 54 11 2 190111 5 2
2024 10 19084 66 11 1 190111 5 1
2024 10 19084 69 11 1 190111 5 1
2024 10 19093 1 11 1 190201 5 5
2024 10 19093 10 11 1 190201 5 5
2024 10 19093 29 11 1 190201 5 2
2024 10 19093 38 11 1 190201 5 5
2024 10 19093 47 11 1 190201 5 5
2024 10 19093 66 11 1 190201 5 5
2024 10 19125 5 11 1 190306 7 2
2024 10 19125 63 11 1 190306 7 1
2024 10 19125 67 11 1 190306 7 1
2024 10 19125 112 11 1 190306 7 1
2024 10 19125 141 11 1 190306 7 2
2024 10 19131 9 11 1 190308 7 5
2024 10 19131 19 11 1 190308 7 5
2024 10 19131 38 11 1 190308 7 5
2024 10 19131 47 11 4 190308 7 2
2024 10 19131 57 11 1 190308 7 5
2024 10 19131 66 11 2 190308 7 1
2024 10 19160 69 11 2 190302 7 1
2024 10 19160 70 11 2 190302 7 2
2024 10 19160 71 11 1 190302 7 5
2024 10 19160 72 11 1 190302 7 1
2024 10 19160 157 11 2 190302 7 1
2024 10 19160 158 11 1 190302 7 1
2024 10 19160 159 11 2 190302 7 2
2024 10 19160 160 11 1 190302 7 1
2024 10 19180 49 11 1 190306 7 5
2024 10 19180 50 11 1 190306 7 2
2024 10 19180 51 11 3 190306 7 5
2024 10 19180 140 11 1 190306 7 5
2024 10 19180 141 11 1 190306 7 5
2024 10 19180 142 11 2 190306 7 2
2024 10 19180 143 11 1 190306 7 5
2024 10 19180 144 11 1 190306 7 5
2024 10 19183 5 11 1 200104 1 1
2024 10 19183 17 11 8 200104 1 1
2024 10 19183 26 11 1 200104 1 1
2024 10 19183 36 11 2 200104 1 2
2024 10 19183 47 11 1 200104 1 1
2024 10 19183 80 11 2 200104 1 1
2024 10 19191 9 11 2 200104 1 1
2024 10 19191 23 11 2 200104 1 4
2024 10 19191 52 11 2 200104 1 1
2024 10 19191 67 11 1 200104 1 1
2024 10 19191 81 11 3 200104 1 1
2024 10 19191 96 11 2 200104 1 2
2024 10 19203 4 11 2 200101 1 1
2024 10 19203 50 11 1 200101 1 9
2024 10 19203 65 11 1 200101 1 1
2024 10 19203 80 11 2 200101 1 9
2024 10 19203 96 11 2 200101 1 2
2024 10 19203 111 11 1 200101 1 9
2024 10 19203 140 11 1 200101 1 2
2024 10 19210 18 11 2 200115 1 3
2024 10 19210 40 11 1 200115 1 1
2024 10 19210 85 11 1 200115 1 2
2024 10 19210 108 11 3 200115 1 2
2024 10 19210 130 11 2 200115 1 2
2024 10 19227 8 11 5 200101 1 3
2024 10 19227 24 11 4 200101 1 2
2024 10 19227 75 11 2 200101 1 1
2024 10 19227 93 11 1 200101 1 2
2024 10 19227 109 11 1 200101 1 1
2024 10 19249 24 11 2 200501 1 1
2024 10 19249 42 11 4 200501 1 2
2024 10 19249 60 11 1 200501 1 2
2024 10 19249 97 11 1 200501 1 2
2024 10 19249 132 11 2 200501 1 1
2024 10 19249 146 11 3 200501 1 2
2024 10 19267 13 11 2 200107 1 5
2024 10 19267 28 11 3 200107 1 2
2024 10 19267 41 11 1 200107 1 2
2024 10 19267 66 11 1 200107 1 2
2024 10 19267 92 11 1 200107 1 1
2024 10 19267 105 11 1 200107 1 2
2024 10 19273 23 11 1 200504 1 1
2024 10 19273 43 11 1 200504 1 2
2024 10 19273 65 11 2 200504 1 1
2024 10 19273 79 11 1 200504 1 5
2024 10 19273 97 11 1 200504 1 9
2024 10 19273 133 11 1 200504 1 2
2024 10 19278 6 11 2 200601 1 2
2024 10 19278 26 11 5 200601 1 2
2024 10 19278 45 12 1 200601 1 2
2024 10 19278 45 22 1 200601 1 1
2024 10 19278 63 11 2 200601 1 2
2024 10 19278 83 11 1 200601 1 2
2024 10 19278 122 11 1 200601 1 2
2024 10 19283 13 11 1 200801 1 2
2024 10 19283 30 11 1 200801 1 2
2024 10 19283 61 11 3 200801 1 1
2024 10 19283 78 11 7 200801 1 2
2024 10 19283 95 11 1 200801 1 1
2024 10 19283 112 11 1 200801 1 2
2024 10 19293 5 11 2 200601 1 4
2024 10 19293 51 11 1 200601 1 1
2024 10 19293 98 11 4 200601 1 2
2024 10 19293 146 11 1 200601 1 2
2024 10 19293 169 11 2 200601 1 1
2024 10 19308 28 11 1 200507 1 2
2024 10 19308 47 11 3 200507 1 2
2024 10 19308 85 11 1 200507 1 1
2024 10 19308 104 11 1 200507 1 2
2024 10 19308 123 11 1 200507 1 2
